QuizTitle,QuizDescription,QuestionText,Category,Difficulty,Points,OptionText,IsCorrect
Queen Quiz: Encore (Part 5),,In which year did Queen release the rediscovered Freddie vocal 'Face It Alone'?,,,,1995,false
Queen Quiz: Encore (Part 5),,In which year did Queen release the rediscovered Freddie vocal 'Face It Alone'?,,,,2008,false
Queen Quiz: Encore (Part 5),,Which singer made a Queen album with Brian May and Roger Taylor titled 'The Cosmos Rocks'?,After Freddie,easy,1,Adam Lambert,false
Queen Quiz: Encore (Part 5),,Which singer made a Queen album with Brian May and Roger Taylor titled 'The Cosmos Rocks'?,,,,Paul Rodgers,true
Queen Quiz: Encore (Part 5),,Which singer made a Queen album with Brian May and Roger Taylor titled 'The Cosmos Rocks'?,,,,George Michael,false
Queen Quiz: Encore (Part 5),,Which singer made a Queen album with Brian May and Roger Taylor titled 'The Cosmos Rocks'?,,,,Robert Plant,false
Queen Quiz: Encore (Part 5),,On which Queen studio album is 'Doing All Right' found in the original track list?,Albums,easy,1,A Kind of Magic,false
Queen Quiz: Encore (Part 5),,On which Queen studio album is 'Doing All Right' found in the original track list?,,,,A Night at the Opera,false
Queen Quiz: Encore (Part 5),,On which Queen studio album is 'Doing All Right' found in the original track list?,,,,Queen,true
Queen Quiz: Encore (Part 5),,On which Queen studio album is 'Doing All Right' found in the original track list?,,,,A Day at the Races,false
Queen Quiz: Encore (Part 5),,Which Queen studio album has both ''39' and 'Sweet Lady' on its original track list?,Albums,medium,2,Jazz,false
Queen Quiz: Encore (Part 5),,Which Queen studio album has both ''39' and 'Sweet Lady' on its original track list?,,,,Queen,false
Queen Quiz: Encore (Part 5),,Which Queen studio album has both ''39' and 'Sweet Lady' on its original track list?,,,,The Game,false
Queen Quiz: Encore (Part 5),,Which Queen studio album has both ''39' and 'Sweet Lady' on its original track list?,,,,A Night at the Opera,true
Queen Quiz: Encore (Part 5),,Which 2022 Queen box set included 'Face It Alone' and other session discoveries?,After Freddie,medium,2,The Miracle Collector's Edition,true
Queen Quiz: Encore (Part 5),,Which 2022 Queen box set included 'Face It Alone' and other session discoveries?,,,,Queen I,false
Queen Quiz: Encore (Part 5),,Which 2022 Queen box set included 'Face It Alone' and other session discoveries?,,,,On Air,false
Queen Quiz: Encore (Part 5),,Which 2022 Queen box set included 'Face It Alone' and other session discoveries?,,,,News of the World 40th Anniversary,false
Queen Quiz: Encore (Part 5),,Which Queen studio album has both 'Put Out the Fire' and 'Life Is Real (Song for Lennon)' on its original track list?,Albums,medium,2,A Kind of Magic,false
Queen Quiz: Encore (Part 5),,Which Queen studio album has both 'Put Out the Fire' and 'Life Is Real (Song for Lennon)' on its original track list?,,,,Hot Space,true
Queen Quiz: Encore (Part 5),,Which Queen studio album has both 'Put Out the Fire' and 'Life Is Real (Song for Lennon)' on its original track list?,,,,Jazz,false
Queen Quiz: Encore (Part 5),,Which Queen studio album has both 'Put Out the Fire' and 'Life Is Real (Song for Lennon)' on its original track list?,,,,Innuendo,false
Queen Quiz: Encore (Part 5),,At which 2020 Australian benefit did Queen + Adam Lambert recreate the Live Aid set?,After Freddie,medium,2,Live Earth,false
Queen Quiz: Encore (Part 5),,At which 2020 Australian benefit did Queen + Adam Lambert recreate the Live Aid set?,,,,Sound Relief,false
Queen Quiz: Encore (Part 5),,At which 2020 Australian benefit did Queen + Adam Lambert recreate the Live Aid set?,,,,Fire Fight Australia,true
Queen Quiz: Encore (Part 5),,At which 2020 Australian benefit did Queen + Adam Lambert recreate the Live Aid set?,,,,Band Aid 30,false
Queen Quiz: Encore (Part 5),,On which Queen studio album is 'Bring Back That Leroy Brown' found in the original track list?,Albums,medium,2,The Miracle,false
Queen Quiz: Encore (Part 5),,On which Queen studio album is 'Bring Back That Leroy Brown' found in the original track list?,,,,Hot Space,false
Queen Quiz: Encore (Part 5),,On which Queen studio album is 'Bring Back That Leroy Brown' found in the original track list?,,,,News of the World,false
Queen Quiz: Encore (Part 5),,On which Queen studio album is 'Bring Back That Leroy Brown' found in the original track list?,,,,Sheer Heart Attack,true
Queen Quiz: Encore (Part 5),,Which Queen studio album has both 'The Night Comes Down' and 'Modern Times Rock 'n' Roll' on its original track list?,Albums,medium,2,Queen,true
Queen Quiz: Encore (Part 5),,Which Queen studio album has both 'The Night Comes Down' and 'Modern Times Rock 'n' Roll' on its original track list?,,,,Innuendo,false
Queen Quiz: Encore (Part 5),,Which Queen studio album has both 'The Night Comes Down' and 'Modern Times Rock 'n' Roll' on its original track list?,,,,A Night at the Opera,false
Queen Quiz: Encore (Part 5),,Which Queen studio album has both 'The Night Comes Down' and 'Modern Times Rock 'n' Roll' on its original track list?,,,,News of the World,false
Queen Quiz: Encore (Part 5),,On which Queen studio album is 'White Man' found in the original track list?,Albums,medium,2,The Works,false
Queen Quiz: Encore (Part 5),,On which Queen studio album is 'White Man' found in the original track list?,,,,A Day at the Races,true
Queen Quiz: Encore (Part 5),,On which Queen studio album is 'White Man' found in the original track list?,,,,Sheer Heart Attack,false
Queen Quiz: Encore (Part 5),,On which Queen studio album is 'White Man' found in the original track list?,,,,A Night at the Opera,false
Queen Quiz: Encore (Part 5),,Which track closes the original Sheer Heart Attack album?,Albums,medium,2,Death on Two Legs,false
Queen Quiz: Encore (Part 5),,Which track closes the original Sheer Heart Attack album?,,,,Princes of the Universe,false
Queen Quiz: Encore (Part 5),,Which track closes the original Sheer Heart Attack album?,,,,In the Lap of the Gods... Revisited,true
Queen Quiz: Encore (Part 5),,Which track closes the original Sheer Heart Attack album?,,,,The Show Must Go On,false
Queen Quiz: Encore (Part 5),,Which track closes the original Fun in Space (Roger Taylor) album?,Solo Projects,hard,3,"I Cry for You (Love, Hope and Confusion)",false
Queen Quiz: Encore (Part 5),,Which track closes the original Fun in Space (Roger Taylor) album?,,,,Pressure On,false
Queen Quiz: Encore (Part 5),,Which track closes the original Fun in Space (Roger Taylor) album?,,,,Strange Frontier,false
Queen Quiz: Encore (Part 5),,Which track closes the original Fun in Space (Roger Taylor) album?,,,,Fun in Space,true
Queen Quiz: Encore (Part 5),,Which guitarist's 1998 album includes the song 'The Guv'nor'?,Solo Projects,hard,3,Brian May,true
Queen Quiz: Encore (Part 5),,Which guitarist's 1998 album includes the song 'The Guv'nor'?,,,,Roger Taylor,false
Queen Quiz: Encore (Part 5),,Which guitarist's 1998 album includes the song 'The Guv'nor'?,,,,Eddie Van Halen,false
Queen Quiz: Encore (Part 5),,Which guitarist's 1998 album includes the song 'The Guv'nor'?,,,,Steve Howe,false
Queen Quiz: Encore (Part 5),,"On the original Hot Space track list, what comes immediately after 'Calling All Girls'?",Album Tracks,hard,3,Back Chat,false
Queen Quiz: Encore (Part 5),,"On the original Hot Space track list, what comes immediately after 'Calling All Girls'?",,,,Las Palabras de Amor (The Words of Love),true
Queen Quiz: Encore (Part 5),,"On the original Hot Space track list, what comes immediately after 'Calling All Girls'?",,,,Dancer,false
Queen Quiz: Encore (Part 5),,"On the original Hot Space track list, what comes immediately after 'Calling All Girls'?",,,,Put Out the Fire,false
Queen Quiz: Encore (Part 5),,Who wrote the Queen album track 'Fun It'?,Songwriting,hard,3,Brian May,false
Queen Quiz: Encore (Part 5),,Who wrote the Queen album track 'Fun It'?,,,,Freddie Mercury,false
Queen Quiz: Encore (Part 5),,Who wrote the Queen album track 'Fun It'?,,,,Roger Taylor,true
Queen Quiz: Encore (Part 5),,Who wrote the Queen album track 'Fun It'?,,,,John Deacon,false
Queen Quiz: Encore (Part 5),,Which Queen studio album has both 'Don't Stop Me Now' and 'More of That Jazz' on its original track list?,Albums,hard,3,A Kind of Magic,false
Queen Quiz: Encore (Part 5),,Which Queen studio album has both 'Don't Stop Me Now' and 'More of That Jazz' on its original track list?,,,,Hot Space,false
Queen Quiz: Encore (Part 5),,Which Queen studio album has both 'Don't Stop Me Now' and 'More of That Jazz' on its original track list?,,,,A Day at the Races,false
Queen Quiz: Encore (Part 5),,Which Queen studio album has both 'Don't Stop Me Now' and 'More of That Jazz' on its original track list?,,,,Jazz,true
Queen Quiz: Encore (Part 5),,"On the original Hot Space track list, what comes immediately after 'Put Out the Fire'?",Album Tracks,hard,3,Life Is Real (Song for Lennon),true
Queen Quiz: Encore (Part 5),,"On the original Hot Space track list, what comes immediately after 'Put Out the Fire'?",,,,Calling All Girls,false
Queen Quiz: Encore (Part 5),,"On the original Hot Space track list, what comes immediately after 'Put Out the Fire'?",,,,Cool Cat,false
Queen Quiz: Encore (Part 5),,"On the original Hot Space track list, what comes immediately after 'Put Out the Fire'?",,,,Body Language,false
Queen Quiz: Encore (Part 5),,"On the original The Game track list, what comes immediately before 'Rock It (Prime Jive)'?",Album Tracks,hard,3,Save Me,false
Queen Quiz: Encore (Part 5),,"On the original The Game track list, what comes immediately before 'Rock It (Prime Jive)'?",,,,Crazy Little Thing Called Love,true
Queen Quiz: Encore (Part 5),,"On the original The Game track list, what comes immediately before 'Rock It (Prime Jive)'?",,,,Play the Game,false
Queen Quiz: Encore (Part 5),,"On the original The Game track list, what comes immediately before 'Rock It (Prime Jive)'?",,,,Don't Try Suicide,false
Queen Quiz: Encore (Part 5),,On what date did John Deacon formally become Queen's fourth member?,Band Members,hard,3,1 March 1970,false
Queen Quiz: Encore (Part 5),,On what date did John Deacon formally become Queen's fourth member?,,,,13 July 1973,false
Queen Quiz: Encore (Part 5),,On what date did John Deacon formally become Queen's fourth member?,,,,1 March 1971,true
Queen Quiz: Encore (Part 5),,On what date did John Deacon formally become Queen's fourth member?,,,,24 November 1971,false
Queen Quiz: Encore (Part 5),,Who wrote the Queen album track 'Sheer Heart Attack'?,Songwriting,hard,3,Brian May,false
Queen Quiz: Encore (Part 5),,Who wrote the Queen album track 'Sheer Heart Attack'?,,,,Freddie Mercury,false
Queen Quiz: Encore (Part 5),,Who wrote the Queen album track 'Sheer Heart Attack'?,,,,John Deacon,false
Queen Quiz: Encore (Part 5),,Who wrote the Queen album track 'Sheer Heart Attack'?,,,,Roger Taylor,true
Queen Quiz: Encore (Part 5),,"On the original Queen II track list, what comes immediately before 'Ogre Battle'?",Album Tracks,hard,3,The Loser in the End,true
Queen Quiz: Encore (Part 5),,"On the original Queen II track list, what comes immediately before 'Ogre Battle'?",,,,Funny How Love Is,false
Queen Quiz: Encore (Part 5),,"On the original Queen II track list, what comes immediately before 'Ogre Battle'?",,,,Procession,false
Queen Quiz: Encore (Part 5),,"On the original Queen II track list, what comes immediately before 'Ogre Battle'?",,,,The Fairy Feller's Master-Stroke,false
Queen Quiz: Encore (Part 5),,"On the original Strange Frontier (Roger Taylor) track list, what comes immediately after 'Beautiful Dreams'?",Solo Projects,hard,4,"I Cry for You (Love, Hope and Confusion)",false
Queen Quiz: Encore (Part 5),,"On the original Strange Frontier (Roger Taylor) track list, what comes immediately after 'Beautiful Dreams'?",,,,Man on Fire,true
Queen Quiz: Encore (Part 5),,"On the original Strange Frontier (Roger Taylor) track list, what comes immediately after 'Beautiful Dreams'?",,,,Masters of War,false
Queen Quiz: Encore (Part 5),,"On the original Strange Frontier (Roger Taylor) track list, what comes immediately after 'Beautiful Dreams'?",,,,Young Love,false
Queen Quiz: Encore (Part 5),,"On the original Electric Fire (Roger Taylor) track list, what comes immediately after 'A Nation of Haircuts'?",Solo Projects,hard,4,Where Are You Now?,false
Queen Quiz: Encore (Part 5),,"On the original Electric Fire (Roger Taylor) track list, what comes immediately after 'A Nation of Haircuts'?",,,,Is It Me?,false
Queen Quiz: Encore (Part 5),,"On the original Electric Fire (Roger Taylor) track list, what comes immediately after 'A Nation of Haircuts'?",,,,Believe in Yourself,true
Queen Quiz: Encore (Part 5),,"On the original Electric Fire (Roger Taylor) track list, what comes immediately after 'A Nation of Haircuts'?",,,,No More Fun,false
Queen Quiz: Encore (Part 5),,"On the original Back to the Light (Brian May) track list, what comes immediately after 'Just One Life'?",Solo Projects,hard,4,Love Token,false
Queen Quiz: Encore (Part 5),,"On the original Back to the Light (Brian May) track list, what comes immediately after 'Just One Life'?",,,,Nothin' But Blue,false
Queen Quiz: Encore (Part 5),,"On the original Back to the Light (Brian May) track list, what comes immediately after 'Just One Life'?",,,,Last Horizon,false
Queen Quiz: Encore (Part 5),,"On the original Back to the Light (Brian May) track list, what comes immediately after 'Just One Life'?",,,,Rollin' Over,true
Queen Quiz: Encore (Part 5),,Which David Richards contribution is credited on Roger Taylor's 'Fun in Space'?,Solo Projects,hard,4,Synthesizers,true
Queen Quiz: Encore (Part 5),,Which David Richards contribution is credited on Roger Taylor's 'Fun in Space'?,,,,Lead vocals,false
Queen Quiz: Encore (Part 5),,Which David Richards contribution is credited on Roger Taylor's 'Fun in Space'?,,,,Bass guitar,false
Queen Quiz: Encore (Part 5),,Which David Richards contribution is credited on Roger Taylor's 'Fun in Space'?,,,,Saxophone,false
Queen Quiz: Encore (Part 6),"25 new Queen questions spanning the albums, solo projects, band members, and the years after Freddie.",Which Queen studio album has both 'A Kind of Magic' and 'One Year of Love' on its original track list?,Albums,easy,1,A Kind of Magic,true
Queen Quiz: Encore (Part 6),,Which Queen studio album has both 'A Kind of Magic' and 'One Year of Love' on its original track list?,,,,A Night at the Opera,false
Queen Quiz: Encore (Part 6),,Which Queen studio album has both 'A Kind of Magic' and 'One Year of Love' on its original track list?,,,,News of the World,false
Queen Quiz: Encore (Part 6),,Which Queen studio album has both 'A Kind of Magic' and 'One Year of Love' on its original track list?,,,,Sheer Heart Attack,false
Queen Quiz: Encore (Part 6),,On which Queen studio album is 'Khashoggi's Ship' found in the original track list?,Albums,easy,1,The Game,false
Queen Quiz: Encore (Part 6),,On which Queen studio album is 'Khashoggi's Ship' found in the original track list?,,,,The Miracle,true
Queen Quiz: Encore (Part 6),,On which Queen studio album is 'Khashoggi's Ship' found in the original track list?,,,,A Kind of Magic,false
Queen Quiz: Encore (Part 6),,On which Queen studio album is 'Khashoggi's Ship' found in the original track list?,,,,News of the World,false
Queen Quiz: Encore (Part 6),,Which Queen studio album has both 'Lazing on a Sunday Afternoon' and 'I'm in Love with My Car' on its original track list?,Albums,easy,1,Queen,false
Queen Quiz: Encore (Part 6),,Which Queen studio album has both 'Lazing on a Sunday Afternoon' and 'I'm in Love with My Car' on its original track list?,,,,Jazz,false
Queen Quiz: Encore (Part 6),,Which Queen studio album has both 'Lazing on a Sunday Afternoon' and 'I'm in Love with My Car' on its original track list?,,,,A Night at the Opera,true
Queen Quiz: Encore (Part 6),,Which Queen studio album has both 'Lazing on a Sunday Afternoon' and 'I'm in Love with My Car' on its original track list?,,,,News of the World,false
Queen Quiz: Encore (Part 6),,What was Freddie Mercury's mother's first name?,Band Members,medium,2,Mary,false
Queen Quiz: Encore (Part 6),,What was Freddie Mercury's mother's first name?,,,,Anita,false
Queen Quiz: Encore (Part 6),,What was Freddie Mercury's mother's first name?,,,,Ruth,false
Queen Quiz: Encore (Part 6),,What was Freddie Mercury's mother's first name?,,,,Jer,true
Queen Quiz: Encore (Part 6),,On which Queen studio album is 'Seaside Rendezvous' found in the original track list?,Albums,medium,2,A Night at the Opera,true
Queen Quiz: Encore (Part 6),,On which Queen studio album is 'Seaside Rendezvous' found in the original track list?,,,,A Day at the Races,false
Queen Quiz: Encore (Part 6),,On which Queen studio album is 'Seaside Rendezvous' found in the original track list?,,,,Sheer Heart Attack,false
Queen Quiz: Encore (Part 6),,On which Queen studio album is 'Seaside Rendezvous' found in the original track list?,,,,The Miracle,false
Queen Quiz: Encore (Part 6),,Which track opens the original The Miracle album?,Albums,medium,2,Radio Ga Ga,false
Queen Quiz: Encore (Part 6),,Which track opens the original The Miracle album?,,,,Party,true
Queen Quiz: Encore (Part 6),,Which track opens the original The Miracle album?,,,,One Vision,false
Queen Quiz: Encore (Part 6),,Which track opens the original The Miracle album?,,,,Brighton Rock,false
Queen Quiz: Encore (Part 6),,Which musical did Freddie Mercury record songs for with Dave Clark in 1986?,Band Members,medium,2,Chess,false
Queen Quiz: Encore (Part 6),,Which musical did Freddie Mercury record songs for with Dave Clark in 1986?,,,,Starlight Express,false
Queen Quiz: Encore (Part 6),,Which musical did Freddie Mercury record songs for with Dave Clark in 1986?,,,,Time,true
Queen Quiz: Encore (Part 6),,Which musical did Freddie Mercury record songs for with Dave Clark in 1986?,,,,Cats,false
Queen Quiz: Encore (Part 6),,In which year did Roger Taylor release the solo album 'Fun on Earth'?,Band Members,medium,2,2003,false
Queen Quiz: Encore (Part 6),,In which year did Roger Taylor release the solo album 'Fun on Earth'?,,,,1998,false
Queen Quiz: Encore (Part 6),,In which year did Roger Taylor release the solo album 'Fun on Earth'?,,,,2021,false
Queen Quiz: Encore (Part 6),,In which year did Roger Taylor release the solo album 'Fun on Earth'?,,,,2013,true
Queen Quiz: Encore (Part 6),,"On the original News of the World track list, what comes immediately after 'All Dead, All Dead'?",Album Tracks,medium,2,Spread Your Wings,true
Queen Quiz: Encore (Part 6),,"On the original News of the World track list, what comes immediately after 'All Dead, All Dead'?",,,,We Are the Champions,false
Queen Quiz: Encore (Part 6),,"On the original News of the World track list, what comes immediately after 'All Dead, All Dead'?",,,,Fight from the Inside,false
Queen Quiz: Encore (Part 6),,"On the original News of the World track list, what comes immediately after 'All Dead, All Dead'?",,,,Sheer Heart Attack,false
Queen Quiz: Encore (Part 6),,"On the original The Game track list, what comes immediately after 'Dragon Attack'?",Album Tracks,medium,2,Save Me,false
Queen Quiz: Encore (Part 6),,"On the original The Game track list, what comes immediately after 'Dragon Attack'?",,,,Another One Bites the Dust,true
Queen Quiz: Encore (Part 6),,"On the original The Game track list, what comes immediately after 'Dragon Attack'?",,,,Crazy Little Thing Called Love,false
Queen Quiz: Encore (Part 6),,"On the original The Game track list, what comes immediately after 'Dragon Attack'?",,,,Sail Away Sweet Sister,false
Queen Quiz: Encore (Part 6),,Which Queen studio album has both 'Machines (or Back to Humans)' and 'I Want to Break Free' on its original track list?,Albums,medium,2,The Miracle,false
Queen Quiz: Encore (Part 6),,Which Queen studio album has both 'Machines (or Back to Humans)' and 'I Want to Break Free' on its original track list?,,,,Queen,false
Queen Quiz: Encore (Part 6),,Which Queen studio album has both 'Machines (or Back to Humans)' and 'I Want to Break Free' on its original track list?,,,,The Works,true
Queen Quiz: Encore (Part 6),,Which Queen studio album has both 'Machines (or Back to Humans)' and 'I Want to Break Free' on its original track list?,,,,News of the World,false
Queen Quiz: Encore (Part 6),,"On the original Queen II track list, what comes immediately before 'The Fairy Feller's Master-Stroke'?",Album Tracks,hard,3,Some Day One Day,false
Queen Quiz: Encore (Part 6),,"On the original Queen II track list, what comes immediately before 'The Fairy Feller's Master-Stroke'?",,,,The March of the Black Queen,false
Queen Quiz: Encore (Part 6),,"On the original Queen II track list, what comes immediately before 'The Fairy Feller's Master-Stroke'?",,,,Seven Seas of Rhye,false
Queen Quiz: Encore (Part 6),,"On the original Queen II track list, what comes immediately before 'The Fairy Feller's Master-Stroke'?",,,,Ogre Battle,true
Queen Quiz: Encore (Part 6),,"On the original Sheer Heart Attack track list, what comes immediately after 'She Makes Me (Stormtrooper in Stilettoes)'?",Album Tracks,hard,3,In the Lap of the Gods... Revisited,true
Queen Quiz: Encore (Part 6),,"On the original Sheer Heart Attack track list, what comes immediately after 'She Makes Me (Stormtrooper in Stilettoes)'?",,,,Tenement Funster,false
Queen Quiz: Encore (Part 6),,"On the original Sheer Heart Attack track list, what comes immediately after 'She Makes Me (Stormtrooper in Stilettoes)'?",,,,Flick of the Wrist,false
Queen Quiz: Encore (Part 6),,"On the original Sheer Heart Attack track list, what comes immediately after 'She Makes Me (Stormtrooper in Stilettoes)'?",,,,Brighton Rock,false
Queen Quiz: Encore (Part 6),,Which group performed a Queen medley before the main Queen set at the 1992 tribute show?,After Freddie,hard,3,Metallica,false
Queen Quiz: Encore (Part 6),,Which group performed a Queen medley before the main Queen set at the 1992 tribute show?,,,,Extreme,true
Queen Quiz: Encore (Part 6),,Which group performed a Queen medley before the main Queen set at the 1992 tribute show?,,,,The Cross,false
Queen Quiz: Encore (Part 6),,Which group performed a Queen medley before the main Queen set at the 1992 tribute show?,,,,Def Leppard,false
Queen Quiz: Encore (Part 6),,Who wrote the Queen album track 'Action This Day'?,Songwriting,hard,3,Brian May,false
Queen Quiz: Encore (Part 6),,Who wrote the Queen album track 'Action This Day'?,,,,Freddie Mercury,false
Queen Quiz: Encore (Part 6),,Who wrote the Queen album track 'Action This Day'?,,,,Roger Taylor,true
Queen Quiz: Encore (Part 6),,Who wrote the Queen album track 'Action This Day'?,,,,John Deacon,false
Queen Quiz: Encore (Part 6),,Which Brian May solo album contains 'All the Way from Memphis'?,Solo Projects,hard,3,Back to the Light,false
Queen Quiz: Encore (Part 6),,Which Brian May solo album contains 'All the Way from Memphis'?,,,,Star Fleet Project,false
Queen Quiz: Encore (Part 6),,Which Brian May solo album contains 'All the Way from Memphis'?,,,,Furia,false
Queen Quiz: Encore (Part 6),,Which Brian May solo album contains 'All the Way from Memphis'?,,,,Another World,true
Queen Quiz: Encore (Part 6),,Who wrote the Queen album track 'The Loser in the End'?,Songwriting,hard,3,Roger Taylor,true
Queen Quiz: Encore (Part 6),,Who wrote the Queen album track 'The Loser in the End'?,,,,Brian May,false
Queen Quiz: Encore (Part 6),,Who wrote the Queen album track 'The Loser in the End'?,,,,Freddie Mercury,false
Queen Quiz: Encore (Part 6),,Who wrote the Queen album track 'The Loser in the End'?,,,,John Deacon,false
Queen Quiz: Encore (Part 6),,"On the original Hot Space track list, what comes immediately before 'Action This Day'?",Album Tracks,hard,3,Calling All Girls,false
Queen Quiz: Encore (Part 6),,"On the original Hot Space track list, what comes immediately before 'Action This Day'?",,,,Body Language,true
Queen Quiz: Encore (Part 6),,"On the original Hot Space track list, what comes immediately before 'Action This Day'?",,,,Dancer,false
Queen Quiz: Encore (Part 6),,"On the original Hot Space track list, what comes immediately before 'Action This Day'?",,,,Staying Power,false
Queen Quiz: Encore (Part 6),,"On the original Queen track list, what comes immediately before 'Modern Times Rock 'n' Roll'?",Album Tracks,hard,3,My Fairy King,false
Queen Quiz: Encore (Part 6),,"On the original Queen track list, what comes immediately before 'Modern Times Rock 'n' Roll'?",,,,Liar,false
Queen Quiz: Encore (Part 6),,"On the original Queen track list, what comes immediately before 'Modern Times Rock 'n' Roll'?",,,,The Night Comes Down,true
Queen Quiz: Encore (Part 6),,"On the original Queen track list, what comes immediately before 'Modern Times Rock 'n' Roll'?",,,,Jesus,false
Queen Quiz: Encore (Part 6),,Which track closes the original Another World (Brian May) album?,Solo Projects,hard,3,Pressure On,false
Queen Quiz: Encore (Part 6),,Which track closes the original Another World (Brian May) album?,,,,Old Friends,false
Queen Quiz: Encore (Part 6),,Which track closes the original Another World (Brian May) album?,,,,Rollin' Over,false
Queen Quiz: Encore (Part 6),,Which track closes the original Another World (Brian May) album?,,,,Another World,true
Queen Quiz: Encore (Part 6),,Which 1994 Roger Taylor album closes with 'Old Friends'?,Solo Projects,hard,3,Happiness?,true
Queen Quiz: Encore (Part 6),,Which 1994 Roger Taylor album closes with 'Old Friends'?,,,,Electric Fire,false
Queen Quiz: Encore (Part 6),,Which 1994 Roger Taylor album closes with 'Old Friends'?,,,,Strange Frontier,false
Queen Quiz: Encore (Part 6),,Which 1994 Roger Taylor album closes with 'Old Friends'?,,,,Fun in Space,false
Queen Quiz: Encore (Part 6),,"On the original Barcelona (Freddie Mercury and Montserrat Caballé) track list, what comes immediately before 'Ensueño'?",Solo Projects,hard,4,Barcelona,false
Queen Quiz: Encore (Part 6),,"On the original Barcelona (Freddie Mercury and Montserrat Caballé) track list, what comes immediately before 'Ensueño'?",,,,The Fallen Priest,true
Queen Quiz: Encore (Part 6),,"On the original Barcelona (Freddie Mercury and Montserrat Caballé) track list, what comes immediately before 'Ensueño'?",,,,La Japonaise,false
Queen Quiz: Encore (Part 6),,"On the original Barcelona (Freddie Mercury and Montserrat Caballé) track list, what comes immediately before 'Ensueño'?",,,,How Can I Go On,false
Queen Quiz: Encore (Part 6),,"On the original Fun in Space (Roger Taylor) track list, what comes immediately before 'Magic Is Loose'?",Solo Projects,hard,4,Let's Get Crazy,false
Queen Quiz: Encore (Part 6),,"On the original Fun in Space (Roger Taylor) track list, what comes immediately before 'Magic Is Loose'?",,,,My Country I & II,false
Queen Quiz: Encore (Part 6),,"On the original Fun in Space (Roger Taylor) track list, what comes immediately before 'Magic Is Loose'?",,,,Good Times Are Now,true
Queen Quiz: Encore (Part 6),,"On the original Fun in Space (Roger Taylor) track list, what comes immediately before 'Magic Is Loose'?",,,,Airheads,false
Queen Quiz: Encore (Part 6),,Which The Miracle track sits between 'The Invisible Man' and 'Rain Must Fall'?,Album Tracks,hard,4,Party,false
Queen Quiz: Encore (Part 6),,Which The Miracle track sits between 'The Invisible Man' and 'Rain Must Fall'?,,,,Was It All Worth It,false
Queen Quiz: Encore (Part 6),,Which The Miracle track sits between 'The Invisible Man' and 'Rain Must Fall'?,,,,The Miracle,false
Queen Quiz: Encore (Part 6),,Which The Miracle track sits between 'The Invisible Man' and 'Rain Must Fall'?,,,,Breakthru,true
Queen Quiz: Encore (Part 6),,"On the original Another World (Brian May) track list, what comes immediately after 'On My Way Up'?",Solo Projects,hard,4,Cyborg,true
Queen Quiz: Encore (Part 6),,"On the original Another World (Brian May) track list, what comes immediately after 'On My Way Up'?",,,,Why Don't We Try Again,false
Queen Quiz: Encore (Part 6),,"On the original Another World (Brian May) track list, what comes immediately after 'On My Way Up'?",,,,Space,false
Queen Quiz: Encore (Part 6),,"On the original Another World (Brian May) track list, what comes immediately after 'On My Way Up'?",,,,All the Way from Memphis,false
Queen Quiz: Encore (Part 7),"25 new Queen questions spanning the albums, solo projects, band members, and the years after Freddie.",On which Queen studio album is 'Sheer Heart Attack' found in the original track list?,Albums,easy,1,News of the World,true
Queen Quiz: Encore (Part 7),,On which Queen studio album is 'Sheer Heart Attack' found in the original track list?,,,,Sheer Heart Attack,false
Queen Quiz: Encore (Part 7),,On which Queen studio album is 'Sheer Heart Attack' found in the original track list?,,,,Innuendo,false
Queen Quiz: Encore (Part 7),,On which Queen studio album is 'Sheer Heart Attack' found in the original track list?,,,,The Works,false
Queen Quiz: Encore (Part 7),,On which Queen studio album is 'Some Day One Day' found in the original track list?,Albums,easy,1,Queen,false
Queen Quiz: Encore (Part 7),,On which Queen studio album is 'Some Day One Day' found in the original track list?,,,,Queen II,true
Queen Quiz: Encore (Part 7),,On which Queen studio album is 'Some Day One Day' found in the original track list?,,,,The Works,false
Queen Quiz: Encore (Part 7),,On which Queen studio album is 'Some Day One Day' found in the original track list?,,,,Jazz,false
Queen Quiz: Encore (Part 7),,What was Freddie Mercury's birth name?,Band Members,easy,1,Frederick Bulsara,false
Queen Quiz: Encore (Part 7),,What was Freddie Mercury's birth name?,,,,Freddie Farrokh,false
Queen Quiz: Encore (Part 7),,What was Freddie Mercury's birth name?,,,,Farrokh Bulsara,true
Queen Quiz: Encore (Part 7),,What was Freddie Mercury's birth name?,,,,Feroz Bulsara,false
Queen Quiz: Encore (Part 7),,Who sang 'I Want to Break Free' with Queen at the 1992 tribute concert?,After Freddie,medium,2,Annie Lennox,false
Queen Quiz: Encore (Part 7),,Who sang 'I Want to Break Free' with Queen at the 1992 tribute concert?,,,,Liza Minnelli,false
Queen Quiz: Encore (Part 7),,Who sang 'I Want to Break Free' with Queen at the 1992 tribute concert?,,,,Montserrat Caballé,false
Queen Quiz: Encore (Part 7),,Who sang 'I Want to Break Free' with Queen at the 1992 tribute concert?,,,,Lisa Stansfield,true
Queen Quiz: Encore (Part 7),,On which Queen studio album is 'You and I' found in the original track list?,Albums,medium,2,A Day at the Races,true
Queen Quiz: Encore (Part 7),,On which Queen studio album is 'You and I' found in the original track list?,,,,The Miracle,false
Queen Quiz: Encore (Part 7),,On which Queen studio album is 'You and I' found in the original track list?,,,,A Kind of Magic,false
