QuizTitle,QuestionText,EditorialDifficulty,Source
Queen Quiz: World Stage 1977–1982,In which country were planned 1981 shows cancelled after the death of a former president?,hard,https://www.queenonline.com/live/1981
Queen Quiz: World Stage 1977–1982,What did Freddie begin wearing over his leotards for some 1978 shows?,hard,https://www.queenonline.com/live/1978
Queen Quiz: World Stage 1977–1982,What title was given to the 1982 Seibu Lions Stadium video released in Japan?,hard,https://www.queenonline.com/live/1982
Queen Quiz: World Stage 1977–1982,Which small Tottenham club did Queen play during the Crazy Tour of London?,very hard,data/queen_history_events.csv: AsItBeganBook / queen-play-the-tiny-mayfair-club-in-tottenham-too-small-to-fit-a-lighting-rig-1979-12-19
Queen Quiz: World Stage 1977–1982,Which New York arena did Queen first headline in February 1977?,hard,https://www.queenonline.com/live/1977
Queen Quiz: World Stage 1977–1982,At which London theatre did invited Queen fans help film the 'We Are the Champions' promo?,very hard,https://www.queenonline.com/live/1977
Queen Quiz: World Stage 1977–1982,Which John Lennon song did Queen perform at Wembley Arena after his death?,hard,https://www.queenonline.com/live/1980
Queen Quiz: World Stage 1977–1982,At which California venue did Queen end their 1978 tour with three nights?,hard,https://www.queenonline.com/live/1978
Queen Quiz: World Stage 1977–1982,Which group first supported Queen's 1982 European tour before leaving the bill?,hard,https://www.queenonline.com/live/1982
Queen Quiz: World Stage 1977–1982,In which city were the final three shows of Queen's early-1979 European tour filmed?,hard,https://www.queenonline.com/live/1979
Queen Quiz: World Stage 1977–1982,In which Canadian city did Queen film two concerts in November 1981?,hard,https://www.queenonline.com/live/1981
Queen Quiz: World Stage 1977–1982,Which Queen single was paired with 'Fat Bottomed Girls' as a double A-side?,hard,data/queen_history_events.csv: AsItBeganBook / fat-bottomed-girls-bicycle-race-is-released-as-a-double-a-side-single-its-cover-a-naked-cyclist-s-rear-view-1978-10-13
Queen Quiz: Works and Magic 1983–1986,How many Independent Radio Network stations carried Queen's 1986 Wembley simulcast?,hard,https://www.queenonline.com/live/1986
Queen Quiz: Works and Magic 1983–1986,"Besides the UK, how many other European countries did the 1986 Magic Tour visit?",very hard,https://www.queenonline.com/live/1986
Queen Quiz: Works and Magic 1983–1986,Which football stadium hosted Queen's 1986 Manchester concert?,hard,https://www.mancity.com/news/mens/maine-road-100-maine-events-63828483
Queen Quiz: Works and Magic 1983–1986,Which band did Brian May join on stage during a 1986 Cologne show?,hard,data/queen_history_events.csv: AsItBeganBook / queen-play-cologne-germany-brian-joins-support-band-marillion-on-stage-1986-07-19
Queen Quiz: Works and Magic 1983–1986,Which song's video popularised the audience's double overhead handclap on the Works Tour?,hard,https://www.queenonline.com/live/1984
Queen Quiz: Works and Magic 1983–1986,At which Italian song festival did Queen perform 'Radio Ga Ga' in 1984?,hard,data/queen_history_events.csv: AsItBeganBook / queen-perform-radio-ga-ga-at-the-san-remo-song-festival-in-italy-their-first-time-ever-playing-in-the-country-1984-02-03
Queen Quiz: Works and Magic 1983–1986,"What was the title of Roger Taylor's second solo album, released in 1984?",hard,data/queen_history_events.csv: AsItBeganBook / roger-taylor-s-second-solo-album-strange-frontier-is-released-1984-06-25
Queen Quiz: Works and Magic 1983–1986,Which Irish castle hosted a rain-soaked Queen show in July 1986?,hard,data/queen_history_events.csv: AsItBeganBook / queen-play-an-open-air-gig-at-slane-castle-near-dublin-in-appalling-weather-1986-07-05
Queen Quiz: Works and Magic 1983–1986,At which film festival did Queen's We Will Rock You concert film premiere in 1983?,hard,data/queen_history_events.csv: AsItBeganBook / the-we-will-rock-you-concert-film-premieres-at-the-cannes-film-festival-1983-05-05
Queen Quiz: Works and Magic 1983–1986,At which studios did hundreds of fans help film the 'Radio Ga Ga' video?,very hard,data/queen_history_events.csv: AsItBeganBook / 500-fan-club-volunteers-spend-a-full-day-filming-the-elaborate-radio-ga-ga-video-at-shepperton-studios-costing-1983-11-23
Queen Quiz: Works and Magic 1983–1986,In which city did Queen's 1984 European tour conclude before Sun City?,hard,data/queen_history_events.csv: AsItBeganBook / queen-s-european-tour-concludes-in-vienna-they-fly-to-south-africa-days-later-1984-09-30
Queen Quiz: Works and Magic 1983–1986,Which dancer inspired the ballet sequence in the 'I Want to Break Free' video?,hard,data/queen_history_events.csv: AsItBeganBook / freddie-shaves-off-his-moustache-and-films-the-nijinsky-inspired-ballet-sequence-for-the-i-want-to-break-free-1984-04-05
Queen Quiz: Works and Magic 1983–1986,"Besides keyboards, what instrument did Spike Edney play on 'Hammer to Fall' live?",hard,https://www.queenonline.com/live/1984
Queen Quiz: Works and Magic 1983–1986,How wide was the Wembley Stadium stage built for Queen's 1986 shows?,very hard,https://www.queenonline.com/live/1986
Queen Quiz: Works and Magic 1983–1986,Which English county hosted Queen's last Magic Tour concert with Freddie Mercury?,hard,https://www.queenonline.com/live/1986
Queen Quiz: Works and Magic 1983–1986,Approximately how long was Queen's Live Aid set?,hard,https://www.queenonline.com/live/1985
Queen Quiz: Works and Magic 1983–1986,What was the title of Queen's final 1986 Magic Tour concert at Knebworth?,hard,data/queen_history_events.csv: AsItBeganBook / queen-play-their-final-magic-tour-date-at-knebworth-park-a-night-of-summer-magic-to-a-crowd-estimated-by-1986-08-09
Queen Quiz: Works and Magic 1983–1986,How many 35mm cameras did the Hungarian film crew use for Queen's Budapest show?,very hard,https://www.queenonline.com/live/1986
Queen Quiz: Works and Magic 1983–1986,At which South African resort did Queen play controversial shows in 1984?,hard,https://www.queenonline.com/live/1984
Queen Quiz: Works and Magic 1983–1986,Which TV channel aired The Real Magic Wembley concert film in 1986?,hard,data/queen_history_events.csv: AsItBeganBook / the-real-magic-wembley-concert-film-airs-on-channel-4-simulcast-with-48-independent-radio-stations-drawing-3-5-1986-10-25
Queen Quiz: Works and Magic 1983–1986,Which London venue hosted Queen's Live Aid performance?,hard,https://www.queenonline.com/live/1985
Queen Quiz: Works and Magic 1983–1986,At which London theatre did Queen rehearse for Live Aid?,hard,data/queen_history_events.csv: AsItBeganBook / queen-rehearse-for-three-days-at-the-shaw-theatre-king-s-cross-ahead-of-live-aid-1985-07-10
Queen Quiz: Works and Magic 1983–1986,Which Freddie Mercury single from Mr. Bad Guy was released in September 1985?,hard,data/queen_history_events.csv: AsItBeganBook / freddie-s-single-living-on-my-own-is-released-1985-09-02
Queen Quiz: Works and Magic 1983–1986,Which two Queen members visited Japan and South Korea to promote The Works?,hard,data/queen_history_events.csv: AsItBeganBook / roger-and-john-undertake-a-promotional-tour-of-japan-for-the-works-1984-03-24
Queen Quiz: Works and Magic 1983–1986,Which keyboard player joined Queen's touring line-up for the Works Tour?,hard,https://www.queenonline.com/live/1984
Queen Quiz: Works and Magic 1983–1986,During which song did Freddie reinjure his knee onstage in Hannover in 1984?,hard,data/queen_history_events.csv: AsItBeganBook / freddie-slips-and-re-injures-his-knee-ligaments-on-stage-in-hannover-during-hammer-to-fall-finishing-the-show-1984-09-22
Queen Quiz: Works and Magic 1983–1986,Which charity received proceeds from Queen's 1986 Newcastle concert?,hard,https://www.queenonline.com/live/1986
Queen Quiz: Works and Magic 1983–1986,What was Freddie Mercury's debut solo album called?,hard,data/queen_history_events.csv: AsItBeganBook / freddie-s-debut-solo-album-mr-bad-guy-is-released-on-cbs-records-1985-04-29
Queen Quiz: Works and Magic 1983–1986,Which broadcaster filmed Queen's second 1986 Wembley Stadium show?,hard,https://www.queenonline.com/live/1986
Queen Quiz: Works and Magic 1983–1986,Which label signed Queen for US releases in late 1983?,hard,data/queen_history_events.csv: AsItBeganBook / queen-sign-a-new-record-deal-with-capitol-records-in-the-us-1983-10-26
Queen Quiz: Works and Magic 1983–1986,Which album was Queen still promoting on their 1985 Australia and New Zealand dates?,hard,https://www.queenonline.com/live/1985
Queen Quiz: Works and Magic 1983–1986,Which British soap opera inspired the domestic cross-dressing scenes in 'I Want to Break Free'?,hard,data/queen_history_events.csv: AsItBeganBook / filming-begins-on-the-i-want-to-break-free-video-including-queen-s-famous-cross-dressing-sequence-inspired-by-1984-03-22
Queen Quiz: Works and Magic 1983–1986,How many separate locations did Queen's official archive count on the Magic Tour?,very hard,https://www.queenonline.com/live/1986
Queen Quiz: Works and Magic 1983–1986,Which Queen member wrote the Biggles film theme 'No Turning Back'?,hard,data/queen_history_events.csv: AsItBeganBook / no-turning-back-the-theme-john-deacon-wrote-for-the-film-biggles-under-the-band-name-the-immortals-is-released-1986-05-19
Queen Quiz: Works and Magic 1983–1986,Which Freddie Mercury single from the musical Time appeared in 1986?,hard,data/queen_history_events.csv: AsItBeganBook / freddie-s-single-time-from-the-stage-musical-of-the-same-name-is-released-the-video-is-filmed-at-6am-on-the-1986-05-06
Queen Quiz: Works and Magic 1983–1986,Which Newcastle venue hosted a 1986 Queen show benefiting Save the Children?,hard,data/queen_history_events.csv: AsItBeganBook / queen-play-st-james-park-newcastle-donating-all-proceeds-to-the-save-the-children-fund-with-promoter-harvey-1986-07-09
Queen Quiz: Works and Magic 1983–1986,In which city did Queen's Works Tour begin in August 1984?,hard,https://www.queenonline.com/live/1984
Queen Quiz: Works and Magic 1983–1986,Which Brazilian festival did Queen headline twice in January 1985?,hard,https://www.queenonline.com/live/1985
Queen Quiz: Works and Magic 1983–1986,Which country hosted Queen's 1986 stadium concert at the Népstadion?,hard,https://www.queenonline.com/live/1986
Queen Quiz: Works and Magic 1983–1986,Which 1986 film inspired much of the A Kind of Magic album?,hard,data/queen_history_events.csv: AsItBeganBook / emi-releases-a-kind-of-magic-the-highlander-inspired-album-straight-to-uk-number-one-1986-06-02
Queen Quiz: Works and Magic 1983–1986,Roughly how many tickets sold within an hour for Queen's 1986 Newcastle show?,very hard,https://www.queenonline.com/live/1986
Queen Quiz: Works and Magic 1983–1986,Which country hosted the first Magic Tour shows?,hard,https://www.queenonline.com/live/1986
Queen Quiz: Works and Magic 1983–1986,Which Freddie solo single from 1985 later lent its title to a Queen album?,hard,data/queen_history_events.csv: AsItBeganBook / freddie-s-single-made-in-heaven-is-released-with-an-elaborate-video-recreating-stravinsky-s-the-rite-of-spring-1985-07-01
Queen Quiz: Works and Magic 1983–1986,In which New Zealand city did Queen play their first concert there in 1985?,hard,data/queen_history_events.csv: AsItBeganBook / queen-play-their-first-ever-new-zealand-concert-at-mount-smart-stadium-auckland-spandau-ballet-s-tony-hadley-1985-04-13
Queen Quiz: Works and Magic 1983–1986,Approximately how many fan-club volunteers appeared in the 'Radio Ga Ga' shoot?,very hard,data/queen_history_events.csv: AsItBeganBook / 500-fan-club-volunteers-spend-a-full-day-filming-the-elaborate-radio-ga-ga-video-at-shepperton-studios-costing-1983-11-23
Queen Quiz: Works and Magic 1983–1986,"How many performances made up Queen's 1986 Magic Tour, according to the official archive?",very hard,https://www.queenonline.com/live/1986
Queen Quiz: Works and Magic 1983–1986,In which city did the 1986 Magic Tour begin?,hard,https://www.queenonline.com/live/1986
Queen Quiz: Works and Magic 1983–1986,Which Queen member portrayed a housewife with a vacuum cleaner in 'I Want to Break Free'?,hard,data/queen_history_events.csv: AsItBeganBook / filming-begins-on-the-i-want-to-break-free-video-including-queen-s-famous-cross-dressing-sequence-inspired-by-1984-03-22
Queen Quiz: Works and Magic 1983–1986,Which concert promoter joined Queen in donating the Newcastle show's proceeds to Save the Children?,very hard,data/queen_history_events.csv: AsItBeganBook / queen-play-st-james-park-newcastle-donating-all-proceeds-to-the-save-the-children-fund-with-promoter-harvey-1986-07-09
Queen Quiz: Works and Magic 1983–1986,Under what band name did John Deacon release the Biggles theme 'No Turning Back'?,hard,data/queen_history_events.csv: AsItBeganBook / no-turning-back-the-theme-john-deacon-wrote-for-the-film-biggles-under-the-band-name-the-immortals-is-released-1986-05-19
Queen Quiz: Solo Paths and Final Albums,Which Queen single was released in October 1989?,hard,data/queen_history_events.csv: AsItBeganBook / scandal-is-released-as-a-single-1989-10-09
Queen Quiz: Solo Paths and Final Albums,What honour did Queen receive at the 1987 Ivor Novello Awards?,hard,data/queen_history_events.csv: AsItBeganBook / queen-receive-an-ivor-novello-award-for-outstanding-contribution-to-british-music-1987-04-15
Queen Quiz: Solo Paths and Final Albums,Which guitarist from Queen produced Anita Dobson's Talking of Love album?,hard,data/queen_history_events.csv: AsItBeganBook / anita-dobson-s-brian-produced-album-talking-of-love-is-released-1988-11-17
Queen Quiz: Solo Paths and Final Albums,Which London stadium hosted the 1992 Freddie Mercury Tribute Concert?,hard,data/queen_history_events.csv: AsItBeganBook / the-freddie-mercury-tribute-concert-for-aids-awareness-takes-place-at-wembley-stadium-broadcast-live-worldwide-1992-04-20
Queen Quiz: Solo Paths and Final Albums,At which London venue did The Cross play a December 1988 one-off show?,hard,data/queen_history_events.csv: AsItBeganBook / the-cross-play-a-one-off-gig-at-hammersmith-palais-reuniting-three-quarters-of-queen-on-one-stage-1988-12-04
Queen Quiz: Solo Paths and Final Albums,In which Spanish city did Freddie meet Montserrat Caballé for lunch in 1987?,hard,data/queen_history_events.csv: AsItBeganBook / freddie-meets-opera-singer-montserrat-caballe-for-lunch-in-barcelona-plays-her-barcelona-and-exercises-in-free-1987-03
Queen Quiz: Solo Paths and Final Albums,Which Queen member's band The Cross released Blue Rock in Germany?,hard,data/queen_history_events.csv: AsItBeganBook / the-cross-s-third-album-blue-rock-is-released-in-germany-1991-09-09
Queen Quiz: Solo Paths and Final Albums,"What was Brian May's debut solo single, released in 1991?",hard,data/queen_history_events.csv: AsItBeganBook / brian-may-s-debut-solo-single-driven-by-you-originally-written-for-a-ford-ad-campaign-is-released-1991-11-25
Queen Quiz: Solo Paths and Final Albums,Which old pop standard became Freddie Mercury's 1987 solo hit?,hard,data/queen_history_events.csv: AsItBeganBook / freddie-s-single-the-great-pretender-is-released-reaching-uk-number-4-his-best-solo-chart-position-to-date-1987-02-23
Queen Quiz: Solo Paths and Final Albums,Which song won Best British Single at the 1992 Brit Awards?,hard,data/queen_history_events.csv: AsItBeganBook / at-the-brits-awards-these-are-the-days-of-our-lives-wins-best-british-single-of-1991-and-freddie-is-given-a-1992-02-12
Queen Quiz: Solo Paths and Final Albums,Which band released a Brian May-produced cover of 'Bohemian Rhapsody' in 1987?,hard,data/queen_history_events.csv: VisualDocumentaryBook / bad-news-release-a-cover-of-bohemian-rhapsody-produced-by-brian-may-1987-09-12
Queen Quiz: Solo Paths and Final Albums,What was the debut single of Roger Taylor's band The Cross?,hard,data/queen_history_events.csv: AsItBeganBook / the-cross-release-their-debut-single-cowboys-and-indians-freddie-and-montserrat-caballe-s-barcelona-single-is-1987-09-21
Queen Quiz: Solo Paths and Final Albums,Which three-hour visual anthology of Queen's career appeared in 1987?,hard,data/queen_history_events.csv: AsItBeganBook / queen-the-magic-years-a-three-hour-visual-anthology-documentary-is-released-1987-11-30
Queen Quiz: Solo Paths and Final Albums,Which US rock band did Brian May sit in with in late 1988?,hard,data/queen_history_events.csv: AsItBeganBook / brian-may-sits-in-with-bon-jovi-playing-ritchie-sambora-s-guitar-1988-12
Queen Quiz: Solo Paths and Final Albums,Which Queen member helped collect Ivor Novello awards with Roger Taylor in April 1992?,hard,data/queen_history_events.csv: AsItBeganBook / brian-and-roger-collect-ivor-novello-awards-and-hand-a-cheque-of-over-1-000-000-to-the-terrence-higgins-trust-from-1992-04-15
Queen Quiz: Solo Paths and Final Albums,Which Queen album entered the UK chart at number one in February 1991?,hard,data/queen_history_events.csv: AsItBeganBook / the-album-innuendo-is-released-entering-the-uk-chart-at-number-one-with-first-week-shipments-over-200-000-1991-02-04
Queen Quiz: Solo Paths and Final Albums,Which 1991 Comic Relief single did Brian May produce for Hale and Pace?,hard,data/queen_history_events.csv: AsItBeganBook / hale-and-pace-s-charity-single-the-stonk-produced-by-brian-may-is-released-for-comic-relief-s-red-nose-day-and-1991-02-25
Queen Quiz: Solo Paths and Final Albums,Which rock-and-roll pianist did Brian May join at Hammersmith Odeon in 1989?,hard,data/queen_history_events.csv: AsItBeganBook / brian-may-plays-with-jerry-lee-lewis-at-hammersmith-odeon-1989-11-21
Queen Quiz: Solo Paths and Final Albums,At which festival did Freddie and Montserrat perform together before the 1992 Barcelona Olympics?,hard,data/queen_history_events.csv: AsItBeganBook / freddie-and-montserrat-caballe-perform-together-at-the-la-nit-pre-olympic-festival-in-barcelona-watched-by-the-king-1988-10-08
Queen Quiz: Solo Paths and Final Albums,Which 1990 chart-topper built its hook around the bass line from 'Under Pressure'?,hard,data/queen_history_events.csv: VisualDocumentaryBook / vanilla-ice-s-ice-ice-baby-built-on-under-pressure-hits-uk-number-one-1990-11-25
Queen Quiz: Solo Paths and Final Albums,Which Disney-owned label signed Queen for US representation in 1990?,hard,data/queen_history_events.csv: AsItBeganBook / queen-signs-with-hollywood-records-a-walt-disney-company-for-us-representation-after-jim-beach-buys-back-the-1990-11
Queen Quiz: Solo Paths and Final Albums,Which 1986 Queen concert was released in full on audio formats in 1992?,hard,data/queen_history_events.csv: AsItBeganBook / emi-releases-the-full-unedited-1986-magic-tour-wembley-concert-on-double-cd-lp-and-cassette-1992-05-26
Queen Quiz: Solo Paths and Final Albums,Which singer joined Freddie Mercury on the 1988 Barcelona album?,hard,data/queen_history_events.csv: AsItBeganBook / the-barcelona-album-is-released-launched-with-an-extravagant-billboard-and-limousine-event-the-live-in-budapest-1988-10-10
Queen Quiz: Solo Paths and Final Albums,Which rock singer sang 'The Show Must Go On' with Queen at the 1992 tribute show?,hard,https://www.queenonline.com/news/press-release-the-freddie-mercury-tribute-concert-the-definitive-edition
Queen Quiz: Solo Paths and Final Albums,What was the third album by Roger Taylor's band The Cross?,hard,data/queen_history_events.csv: AsItBeganBook / the-cross-s-third-album-blue-rock-is-released-in-germany-1991-09-09
Queen Quiz: Solo Paths and Final Albums,At which London theatre did Queen receive their 1990 BPI outstanding-contribution award?,hard,data/queen_history_events.csv: AsItBeganBook / queen-receive-the-bpi-s-outstanding-contribution-to-british-music-award-at-the-dominion-theatre-presented-by-terry-1990-02-18
Queen Quiz: Solo Paths and Final Albums,Which 1987 Freddie Mercury single became his highest solo UK charting release to that date?,hard,data/queen_history_events.csv: AsItBeganBook / freddie-s-single-the-great-pretender-is-released-reaching-uk-number-4-his-best-solo-chart-position-to-date-1987-02-23
Queen Quiz: Solo Paths and Final Albums,Which Cross single preceded their third album in Germany?,hard,data/queen_history_events.csv: AsItBeganBook / the-cross-release-new-dark-ages-as-a-single-in-germany-1991-08-08
Queen Quiz: Solo Paths and Final Albums,Which comedy band did Brian May produce in 1987?,hard,data/queen_history_events.csv: AsItBeganBook / brian-may-begins-producing-the-debut-album-for-comedy-band-bad-news-at-sarm-studios-1987-05
Queen Quiz: Solo Paths and Final Albums,Which Rod Stewart song did Brian May record for a Vietnamese boat people charity release?,hard,data/queen_history_events.csv: AsItBeganBook / brian-records-a-rod-stewart-sailing-cover-released-as-rock-against-repatriation-to-aid-vietnamese-boat-people-1990-01-01
Queen Quiz: Solo Paths and Final Albums,Which Giorgio Moroder film song became Freddie's debut solo single?,hard,data/queen_history_events.csv: VisualDocumentaryBook / freddie-mercury-releases-debut-solo-single-love-kills-1984-09
Queen Quiz: Solo Paths and Final Albums,Which Queen song was Hollywood Records' debut US single in 1991?,hard,data/queen_history_events.csv: AsItBeganBook / hollywood-records-releases-headlong-as-its-debut-queen-single-in-the-usa-1991-01-17
Queen Quiz: Solo Paths and Final Albums,At which Ibiza venue did Freddie and Montserrat Caballé debut 'Barcelona' live?,very hard,data/queen_history_events.csv: AsItBeganBook / freddie-and-montserrat-caballe-debut-barcelona-live-at-the-ibiza-92-festival-at-the-ku-club-1987-05-30
Queen Quiz: Solo Paths and Final Albums,Which Queen album was released in 1989 without the band touring to support it?,hard,data/queen_history_events.csv: AsItBeganBook / the-miracle-album-is-released-and-goes-platinum-in-its-first-week-1989-05-22
Queen Quiz: Solo Paths and Final Albums,For what kind of campaign was 'Driven by You' originally written?,hard,data/queen_history_events.csv: AsItBeganBook / brian-may-s-debut-solo-single-driven-by-you-originally-written-for-a-ford-ad-campaign-is-released-1991-11-25
Queen Quiz: Solo Paths and Final Albums,Which 1989 Queen record collected early BBC radio sessions?,hard,data/queen_history_events.csv: AsItBeganBook / queen-at-the-beeb-an-album-of-the-band-s-1973-bbc-radio-sessions-is-released-on-strange-fruit-band-of-joy-1989-12-04
Queen Quiz: Solo Paths and Final Albums,Which The Miracle single appeared in six retail formats in 1989?,hard,data/queen_history_events.csv: AsItBeganBook / invisible-man-is-released-as-a-single-across-six-different-retail-formats-1989-08-07
Queen Quiz: Solo Paths and Final Albums,What was the second single released by The Cross in 1988?,hard,data/queen_history_events.csv: AsItBeganBook / the-cross-release-their-second-single-manipulator-1988-07-04
Queen Quiz: Solo Paths and Final Albums,Which charity received a seven-figure Queen donation from posthumous single royalties in 1992?,hard,data/queen_history_events.csv: AsItBeganBook / brian-and-roger-collect-ivor-novello-awards-and-hand-a-cheque-of-over-1-000-000-to-the-terrence-higgins-trust-from-1992-04-15
Queen Quiz: Solo Paths and Final Albums,Which singer had a solo album titled Fun in Space?,hard,data/queen_history_events.csv: AsItBeganBook / roger-releases-my-country-his-third-solo-single-from-fun-in-space-1981-06-29
Queen Quiz: Solo Paths and Final Albums,What was the title of The Cross's second album?,hard,data/queen_history_events.csv: AsItBeganBook / queen-resume-studio-work-the-cross-release-their-second-album-mad-bad-and-dangerous-to-know-on-26-march-1990-03
Queen Quiz: Solo Paths and Final Albums,Which 1991 Queen photo publication accompanied Greatest Hits II and Greatest Flix II?,hard,data/queen_history_events.csv: AsItBeganBook / emi-simultaneously-releases-greatest-hits-two-greatest-flix-two-and-greatest-pix-two-plus-the-boxed-set-a-box-of-1991-10-28
Queen Quiz: Solo Paths and Final Albums,Which early Queen single backed the 1991 UK release of 'The Show Must Go On'?,hard,data/queen_history_events.csv: AsItBeganBook / the-show-must-go-on-is-released-as-queen-s-40th-uk-single-backed-with-their-first-ever-single-keep-yourself-1991-10-14
Queen Quiz: Solo Paths and Final Albums,Which singer's 'Talking of Love' project was produced with Brian May?,hard,data/queen_history_events.csv: AsItBeganBook / anita-dobson-s-single-talking-of-love-produced-with-brian-is-released-1987-07-06
Queen Quiz: Solo Paths and Final Albums,What was Roger Taylor's post-Queen touring band called?,hard,data/queen_history_events.csv: AsItBeganBook / the-cross-release-their-debut-single-cowboys-and-indians-freddie-and-montserrat-caballe-s-barcelona-single-is-1987-09-21
Queen Quiz: Solo Paths and Final Albums,What cause did the Freddie Mercury Tribute Concert raise awareness of?,hard,data/queen_history_events.csv: AsItBeganBook / the-freddie-mercury-tribute-concert-for-aids-awareness-takes-place-at-wembley-stadium-broadcast-live-worldwide-1992-04-20
Queen Quiz: Solo Paths and Final Albums,Which Queen song did George Michael perform at the 1992 Freddie Mercury Tribute Concert?,hard,https://www.queenonline.com/news/press-release-the-freddie-mercury-tribute-concert-the-definitive-edition
Queen Quiz: Solo Paths and Final Albums,Which band did Brian May join onstage at Reading in 1987?,hard,data/queen_history_events.csv: AsItBeganBook / brian-joins-bad-news-on-stage-at-the-reading-rock-and-jazz-festival-dodging-bottles-thrown-by-unamused-metal-fans-1987-08-29
Queen Quiz: Solo Paths and Final Albums,Which 1991 Queen video compilation was issued alongside Greatest Hits II?,hard,data/queen_history_events.csv: AsItBeganBook / emi-simultaneously-releases-greatest-hits-two-greatest-flix-two-and-greatest-pix-two-plus-the-boxed-set-a-box-of-1991-10-28
Queen Quiz: Solo Paths and Final Albums,On which Black Sabbath album did Brian May make a guest appearance?,hard,data/queen_history_events.csv: VisualDocumentaryBook / brian-may-guests-on-black-sabbath-s-headless-cross-album-1989-04
Queen Quiz: Studio and Stage Details,What was The Miracle originally going to be titled?,hard,https://www.queenonline.com/news/the-miracle-35-years-on
Queen Quiz: Studio and Stage Details,Which two cities hosted the main Hot Space recording studios?,hard,https://www.queenonline.com/news/hot-space-42-years-on
Queen Quiz: Studio and Stage Details,Who directed the 1980 Flash Gordon film scored by Queen?,hard,https://www.queenonline.com/news/flash-gordon44-years-on
Queen Quiz: Studio and Stage Details,Which illustrator inspired the cover art for Queen's Innuendo?,hard,https://www.queenonline.com/news/innuendo-35-years-on
Queen Quiz: Studio and Stage Details,Which Queen album first featured a synthesizer?,hard,https://www.queenonline.com/news/the-game-44-years-on
Queen Quiz: Studio and Stage Details,Which artist's film portrait inspired the famous Queen II cover image?,hard,https://www.queenonline.com/news/queen-first-five-albums-re-issued-march-14th
Queen Quiz: Studio and Stage Details,Which Queen member suggested the yellow Flash Gordon album cover concept?,hard,https://www.queenonline.com/news/flash-gordon44-years-on
Queen Quiz: Studio and Stage Details,Which song was issued as a single one week before Queen's debut LP?,hard,https://www.queenonline.com/news/queen-i-queen-remixed-remastered-and-expanded-out-now
Queen Quiz: Studio and Stage Details,Which director asked Queen to write songs for Highlander?,hard,https://www.queenonline.com/news/a-kind-of-magic-38-years-on
Queen Quiz: Studio and Stage Details,Which London studio was one of three used for A Day at the Races?,hard,https://www.queenonline.com/news/a-day-at-the-races-47-years-on
Queen Quiz: Studio and Stage Details,Which Innuendo song originated in Freddie's Barcelona sessions and was co-written with Mike Moran?,hard,https://www.queenonline.com/news/innuendo-35-years-on
Queen Quiz: Studio and Stage Details,Which studio could Queen use mainly at night when recording their debut album?,hard,https://www.queenonline.com/news/queen-i-queen-remixed-remastered-and-expanded-out-now
Queen Quiz: Studio and Stage Details,How many Queen studio albums preceded A Day at the Races?,hard,https://www.queenonline.com/news/a-day-at-the-races-47-years-on
Queen Quiz: Studio and Stage Details,Which Queen II track appears immediately before 'Seven Seas of Rhye'?,very hard,https://store-us.queenonline.com/products/queen-ii-2cd-deluxe-edition
Queen Quiz: Studio and Stage Details,Across how many studios was Sheer Heart Attack recorded?,very hard,https://www.queenonline.com/news/sheer-heart-attack50-years-on
Queen Quiz: Studio and Stage Details,How many songs appeared on the original Jazz album?,very hard,https://www.queenonline.com/news/jazz46-years-on
Queen Quiz: Studio and Stage Details,Which producer-engineer became a fixture on Queen sessions starting with The Miracle?,hard,https://www.queenonline.com/news/the-miracle-35-years-on
Queen Quiz: Studio and Stage Details,Which Munich studio hosted all of The Game's recording sessions?,hard,https://www.queenonline.com/news/the-game-44-years-on
Queen Quiz: Studio and Stage Details,What did Queen insert into the Flash Gordon soundtrack tracks to convey the film story?,hard,https://www.queenonline.com/news/flash-gordon44-years-on
Queen Quiz: Studio and Stage Details,Who directed the 'We Are the Champions' promotional film?,hard,https://www.queenonline.com/news/news-of-the-world47-years-on
Queen Quiz: Studio and Stage Details,Which sculptor created the Freddie statue depicted on the Made in Heaven cover?,hard,https://www.queenonline.com/news/made-in-heaven30-years-on
Queen Quiz: Studio and Stage Details,Which photographer took the 'One Vision' single portrait backstage at Live Aid?,hard,https://www.queenonline.com/news/a-kind-of-magic-38-years-on
Queen Quiz: Studio and Stage Details,Who suggested Queen and David Bowie work together at Mountain Studios?,hard,https://www.queenonline.com/news/hot-space-42-years-on
Queen Quiz: Studio and Stage Details,Which producer reunited with Queen for Jazz after two albums away?,hard,https://www.queenonline.com/news/jazz46-years-on
Queen Quiz: Studio and Stage Details,What name was given to the 2026 remixed main disc of Queen's second album?,hard,https://store-us.queenonline.com/products/queen-ii-2cd-deluxe-edition
Queen Quiz: Studio and Stage Details,Which Queen member wrote 'You Take My Breath Away'?,hard,https://www.queenonline.com/news/a-day-at-the-races-47-years-on
Queen Quiz: Studio and Stage Details,How many songs did Queen perform for fan-club volunteers after filming 'We Are the Champions'?,hard,https://www.queenonline.com/news/news-of-the-world47-years-on
Queen Quiz: Studio and Stage Details,Which two engineers are credited on the Jazz sessions?,very hard,https://www.queenonline.com/news/jazz46-years-on
Queen Quiz: Studio and Stage Details,Who wrote the additional orchestral arrangements for Queen's Flash Gordon soundtrack?,hard,https://www.queenonline.com/news/flash-gordon44-years-on
