QuizTitle,QuestionText,EditorialDifficulty,Source
Queen Quiz: Very Hard (Part 2),Which record company released Smile's single 'Earth'?,Very Hard,"Ken Dean and Chris Charlesworth, Queen: A Visual Documentary (user-supplied text)"
Queen Quiz: Very Hard (Part 2),What was the approximate material cost of Brian May's Red Special?,Very Hard,"Ken Dean and Chris Charlesworth, Queen: A Visual Documentary (user-supplied text)"
Queen Quiz: Very Hard (Part 2),What was the title of Brian May's 1983 mini-album with Eddie Van Halen?,Very Hard,"Ken Dean and Chris Charlesworth, Queen: A Visual Documentary (user-supplied text)"
Queen Quiz: Very Hard (Part 2),What was Roger Taylor's original university subject before biology?,Very Hard,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Very Hard (Part 2),What was the make of John Deacon's first bass guitar after his switch from guitar?,Very Hard,https://www.queenonline.com/john_deacon
Queen Quiz: Very Hard (Part 2),What wood was the Red Special's neck carved from?,Very Hard,https://brianmay.com/brian-news/brian-features/2002/11/desert-island-discs-transcript-bbc-radio-4/
Queen Quiz: Very Hard (Part 2),How much did The Opposition initially earn for a performance at Enderby's Co-op Hall?,Very Hard,"Mark Hodkinson, Queen: The Early Years (user-supplied text)"
Queen Quiz: Very Hard (Part 2),Who was The Opposition's singer and lead guitarist when John Deacon joined?,Very Hard,"Mark Hodkinson, Queen: The Early Years (user-supplied text)"
Queen Quiz: Very Hard (Part 2),Which Leicester-area grammar school did John Deacon attend?,Very Hard,"Mark Hodkinson, Queen: The Early Years (user-supplied text)"
Queen Quiz: Very Hard (Part 2),Which instrument did Brian May learn before guitar?,Very Hard,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Very Hard (Part 2),Which school did Roger Taylor attend in Cornwall?,Very Hard,"Jacky Smith and Jim Jenkins, Queen: As It Began (user-supplied text)"
Queen Quiz: Very Hard (Part 2),Which hall in Enderby hosted regular Saturday-night performances by The Opposition?,Very Hard,"Mark Hodkinson, Queen: The Early Years (user-supplied text)"
Queen Quiz: Very Hard (Part 2),On what date did The Opposition's diary first record John Deacon playing bass at rehearsal?,Very Hard,"Mark Hodkinson, Queen: The Early Years (user-supplied text)"
Queen Quiz: Very Hard (Part 2),What did John Deacon study at Chelsea College?,Very Hard,"Mark Hodkinson, Queen: The Early Years (user-supplied text)"
