QuizTitle,QuizDescription,QuestionText,Category,Difficulty,Points,OptionText,IsCorrect
Queen Quiz: Medium (Part 1),,Which Queen album contains 'One Vision'?,,,,The Works,false
Queen Quiz: Medium (Part 1),,Which Queen album contains 'One Vision'?,,,,Innuendo,false
Queen Quiz: Medium (Part 1),,Which Queen album contains 'One Vision'?,,,,A Kind of Magic,true
Queen Quiz: Medium (Part 1),,Which Queen album contains 'Keep Yourself Alive'?,Albums,medium,2,Queen II,false
Queen Quiz: Medium (Part 1),,Which Queen album contains 'Keep Yourself Alive'?,,,,Made in Heaven,false
Queen Quiz: Medium (Part 1),,Which Queen album contains 'Keep Yourself Alive'?,,,,Queen,true
Queen Quiz: Medium (Part 1),,Which Queen album contains 'Keep Yourself Alive'?,,,,Sheer Heart Attack,false
Queen Quiz: Medium (Part 1),,In what year was Innuendo released?,Chronology,medium,2,1992,false
Queen Quiz: Medium (Part 1),,In what year was Innuendo released?,,,,1990,false
Queen Quiz: Medium (Part 1),,In what year was Innuendo released?,,,,1993,false
Queen Quiz: Medium (Part 1),,In what year was Innuendo released?,,,,1991,true
Queen Quiz: Medium (Part 1),,Which Queen album contains 'I Want It All'?,Albums,medium,2,The Miracle,true
Queen Quiz: Medium (Part 1),,Which Queen album contains 'I Want It All'?,,,,Innuendo,false
Queen Quiz: Medium (Part 1),,Which Queen album contains 'I Want It All'?,,,,A Kind of Magic,false
Queen Quiz: Medium (Part 1),,Which Queen album contains 'I Want It All'?,,,,Made in Heaven,false
Queen Quiz: Medium (Part 1),,In what year was Made in Heaven released?,Chronology,medium,2,1995,true
Queen Quiz: Medium (Part 1),,In what year was Made in Heaven released?,,,,1996,false
Queen Quiz: Medium (Part 1),,In what year was Made in Heaven released?,,,,1994,false
Queen Quiz: Medium (Part 1),,In what year was Made in Heaven released?,,,,1968,false
Queen Quiz: Medium (Part 1),,Which Queen album contains 'These Are the Days of Our Lives'?,Albums,medium,2,Made in Heaven,false
Queen Quiz: Medium (Part 1),,Which Queen album contains 'These Are the Days of Our Lives'?,,,,The Miracle,false
Queen Quiz: Medium (Part 1),,Which Queen album contains 'These Are the Days of Our Lives'?,,,,Queen,false
Queen Quiz: Medium (Part 1),,Which Queen album contains 'These Are the Days of Our Lives'?,,,,Innuendo,true
Queen Quiz: Medium (Part 1),,In what year was A Kind of Magic released?,Chronology,medium,2,1987,false
Queen Quiz: Medium (Part 1),,In what year was A Kind of Magic released?,,,,1986,true
Queen Quiz: Medium (Part 1),,In what year was A Kind of Magic released?,,,,1985,false
Queen Quiz: Medium (Part 1),,In what year was A Kind of Magic released?,,,,1988,false
Queen Quiz: Medium (Part 1),,Which Queen album contains 'The Invisible Man'?,Albums,medium,2,Innuendo,false
Queen Quiz: Medium (Part 1),,Which Queen album contains 'The Invisible Man'?,,,,A Kind of Magic,false
Queen Quiz: Medium (Part 1),,Which Queen album contains 'The Invisible Man'?,,,,The Miracle,true
Queen Quiz: Medium (Part 1),,Which Queen album contains 'The Invisible Man'?,,,,Made in Heaven,false
Queen Quiz: Medium (Part 1),,In what year was 'Radio Ga Ga' released as a single?,Songs,medium,2,1984,true
Queen Quiz: Medium (Part 1),,In what year was 'Radio Ga Ga' released as a single?,,,,1985,false
Queen Quiz: Medium (Part 1),,In what year was 'Radio Ga Ga' released as a single?,,,,1983,false
Queen Quiz: Medium (Part 1),,In what year was 'Radio Ga Ga' released as a single?,,,,1986,false
Queen Quiz: Medium (Part 2),Medium Queen questions drawn from supplied books and official sources.,In what year was 'Under Pressure' released as a single?,Songs,medium,2,1982,false
Queen Quiz: Medium (Part 2),,In what year was 'Under Pressure' released as a single?,,,,1981,true
Queen Quiz: Medium (Part 2),,In what year was 'Under Pressure' released as a single?,,,,1980,false
Queen Quiz: Medium (Part 2),,In what year was 'Under Pressure' released as a single?,,,,1983,false
Queen Quiz: Medium (Part 2),,Which Queen album contains 'Body Language'?,Albums,medium,2,The Works,false
Queen Quiz: Medium (Part 2),,Which Queen album contains 'Body Language'?,,,,Hot Space,true
Queen Quiz: Medium (Part 2),,Which Queen album contains 'Body Language'?,,,,Flash Gordon,false
Queen Quiz: Medium (Part 2),,Which Queen album contains 'Body Language'?,,,,A Kind of Magic,false
Queen Quiz: Medium (Part 2),,Which Queen album contains 'Teo Torriatte (Let Us Cling Together)'?,Albums,medium,2,News of the World,false
Queen Quiz: Medium (Part 2),,Which Queen album contains 'Teo Torriatte (Let Us Cling Together)'?,,,,A Night at the Opera,false
Queen Quiz: Medium (Part 2),,Which Queen album contains 'Teo Torriatte (Let Us Cling Together)'?,,,,Jazz,false
Queen Quiz: Medium (Part 2),,Which Queen album contains 'Teo Torriatte (Let Us Cling Together)'?,,,,A Day at the Races,true
Queen Quiz: Medium (Part 2),,In what year was the Freddie Mercury Tribute Concert held?,Concerts,medium,2,1993,false
Queen Quiz: Medium (Part 2),,In what year was the Freddie Mercury Tribute Concert held?,,,,1992,true
Queen Quiz: Medium (Part 2),,In what year was the Freddie Mercury Tribute Concert held?,,,,1991,false
Queen Quiz: Medium (Part 2),,In what year was the Freddie Mercury Tribute Concert held?,,,,1994,false
Queen Quiz: Medium (Part 2),,Which Queen album contains 'Under Pressure'?,Albums,medium,2,Hot Space,true
Queen Quiz: Medium (Part 2),,Which Queen album contains 'Under Pressure'?,,,,The Works,false
Queen Quiz: Medium (Part 2),,Which Queen album contains 'Under Pressure'?,,,,Flash Gordon,false
Queen Quiz: Medium (Part 2),,Which Queen album contains 'Under Pressure'?,,,,A Kind of Magic,false
Queen Quiz: Medium (Part 2),,In what year was 'Another One Bites the Dust' released as a single?,Songs,medium,2,1981,false
Queen Quiz: Medium (Part 2),,In what year was 'Another One Bites the Dust' released as a single?,,,,1979,false
Queen Quiz: Medium (Part 2),,In what year was 'Another One Bites the Dust' released as a single?,,,,1980,true
Queen Quiz: Medium (Part 2),,In what year was 'Another One Bites the Dust' released as a single?,,,,1982,false
Queen Quiz: Medium (Part 2),,Which Queen album contains 'Heaven for Everyone'?,Albums,medium,2,Queen,false
Queen Quiz: Medium (Part 2),,Which Queen album contains 'Heaven for Everyone'?,,,,Innuendo,false
Queen Quiz: Medium (Part 2),,Which Queen album contains 'Heaven for Everyone'?,,,,Made in Heaven,true
Queen Quiz: Medium (Part 2),,Which Queen album contains 'Heaven for Everyone'?,,,,Queen II,false
Queen Quiz: Medium (Part 2),,Which Queen album contains 'Headlong'?,Albums,medium,2,Innuendo,true
Queen Quiz: Medium (Part 2),,Which Queen album contains 'Headlong'?,,,,Made in Heaven,false
Queen Quiz: Medium (Part 2),,Which Queen album contains 'Headlong'?,,,,The Miracle,false
Queen Quiz: Medium (Part 2),,Which Queen album contains 'Headlong'?,,,,Queen,false
Queen Quiz: Medium (Part 2),,In what year was 'Innuendo' released as a single?,Songs,medium,2,1992,false
Queen Quiz: Medium (Part 2),,In what year was 'Innuendo' released as a single?,,,,1990,false
Queen Quiz: Medium (Part 2),,In what year was 'Innuendo' released as a single?,,,,1993,false
Queen Quiz: Medium (Part 2),,In what year was 'Innuendo' released as a single?,,,,1991,true
Queen Quiz: Medium (Part 2),,Which Queen album contains 'Good Old-Fashioned Lover Boy'?,Albums,medium,2,News of the World,false
Queen Quiz: Medium (Part 2),,Which Queen album contains 'Good Old-Fashioned Lover Boy'?,,,,A Day at the Races,true
Queen Quiz: Medium (Part 2),,Which Queen album contains 'Good Old-Fashioned Lover Boy'?,,,,A Night at the Opera,false
Queen Quiz: Medium (Part 2),,Which Queen album contains 'Good Old-Fashioned Lover Boy'?,,,,Jazz,false
Queen Quiz: Medium (Part 2),,In what year was The Miracle released?,Chronology,medium,2,1990,false
Queen Quiz: Medium (Part 2),,In what year was The Miracle released?,,,,1988,false
Queen Quiz: Medium (Part 2),,In what year was The Miracle released?,,,,1989,true
Queen Quiz: Medium (Part 2),,In what year was The Miracle released?,,,,1991,false
Queen Quiz: Medium (Part 2),,Which Queen album contains 'Save Me'?,Albums,medium,2,Flash Gordon,false
Queen Quiz: Medium (Part 2),,Which Queen album contains 'Save Me'?,,,,Jazz,false
Queen Quiz: Medium (Part 2),,Which Queen album contains 'Save Me'?,,,,Hot Space,false
Queen Quiz: Medium (Part 2),,Which Queen album contains 'Save Me'?,,,,The Game,true
Queen Quiz: Medium (Part 2),,In what year was 'Killer Queen' released as a single?,Songs,medium,2,1975,false
Queen Quiz: Medium (Part 2),,In what year was 'Killer Queen' released as a single?,,,,1973,false
Queen Quiz: Medium (Part 2),,In what year was 'Killer Queen' released as a single?,,,,1976,false
Queen Quiz: Medium (Part 2),,In what year was 'Killer Queen' released as a single?,,,,1974,true
Queen Quiz: Medium (Part 2),,In what year was The Game released?,Chronology,medium,2,1981,false
Queen Quiz: Medium (Part 2),,In what year was The Game released?,,,,1979,false
Queen Quiz: Medium (Part 2),,In what year was The Game released?,,,,1980,true
Queen Quiz: Medium (Part 2),,In what year was The Game released?,,,,1982,false
Queen Quiz: Medium (Part 2),,In what year was A Night at the Opera released?,Chronology,medium,2,1976,false
Queen Quiz: Medium (Part 2),,In what year was A Night at the Opera released?,,,,1974,false
Queen Quiz: Medium (Part 2),,In what year was A Night at the Opera released?,,,,1975,true
Queen Quiz: Medium (Part 2),,In what year was A Night at the Opera released?,,,,1977,false
Queen Quiz: Medium (Part 2),,Which Queen album contains 'Fat Bottomed Girls'?,Albums,medium,2,The Game,false
Queen Quiz: Medium (Part 2),,Which Queen album contains 'Fat Bottomed Girls'?,,,,Jazz,true
Queen Quiz: Medium (Part 2),,Which Queen album contains 'Fat Bottomed Girls'?,,,,News of the World,false
Queen Quiz: Medium (Part 2),,Which Queen album contains 'Fat Bottomed Girls'?,,,,Flash Gordon,false
Queen Quiz: Medium (Part 2),,Which Queen album contains 'I'm Going Slightly Mad'?,Albums,medium,2,Made in Heaven,false
Queen Quiz: Medium (Part 2),,Which Queen album contains 'I'm Going Slightly Mad'?,,,,Innuendo,true
Queen Quiz: Medium (Part 2),,Which Queen album contains 'I'm Going Slightly Mad'?,,,,The Miracle,false
Queen Quiz: Medium (Part 2),,Which Queen album contains 'I'm Going Slightly Mad'?,,,,Queen,false
Queen Quiz: Medium (Part 2),,Which Queen album contains 'Breakthru'?,Albums,medium,2,Innuendo,false
Queen Quiz: Medium (Part 2),,Which Queen album contains 'Breakthru'?,,,,The Miracle,true
Queen Quiz: Medium (Part 2),,Which Queen album contains 'Breakthru'?,,,,A Kind of Magic,false
Queen Quiz: Medium (Part 2),,Which Queen album contains 'Breakthru'?,,,,Made in Heaven,false
Queen Quiz: Medium (Part 2),,In what year was Hot Space released?,Chronology,medium,2,1983,false
Queen Quiz: Medium (Part 2),,In what year was Hot Space released?,,,,1981,false
Queen Quiz: Medium (Part 2),,In what year was Hot Space released?,,,,1984,false
Queen Quiz: Medium (Part 2),,In what year was Hot Space released?,,,,1982,true
Queen Quiz: Medium (Part 2),,In what year was Queen's free Hyde Park concert?,Concerts,medium,2,1977,false
Queen Quiz: Medium (Part 2),,In what year was Queen's free Hyde Park concert?,,,,1975,false
Queen Quiz: Medium (Part 2),,In what year was Queen's free Hyde Park concert?,,,,1976,true
Queen Quiz: Medium (Part 2),,In what year was Queen's free Hyde Park concert?,,,,1978,false
Queen Quiz: Medium (Part 2),,In what year did Queen perform at Live Aid?,Concerts,medium,2,1986,false
Queen Quiz: Medium (Part 2),,In what year did Queen perform at Live Aid?,,,,1985,true
Queen Quiz: Medium (Part 2),,In what year did Queen perform at Live Aid?,,,,1984,false
Queen Quiz: Medium (Part 2),,In what year did Queen perform at Live Aid?,,,,1987,false
Queen Quiz: Medium (Part 2),,In what year was News of the World released?,Chronology,medium,2,1977,true
Queen Quiz: Medium (Part 2),,In what year was News of the World released?,,,,1978,false
Queen Quiz: Medium (Part 2),,In what year was News of the World released?,,,,1976,false
Queen Quiz: Medium (Part 2),,In what year was News of the World released?,,,,1979,false
Queen Quiz: Medium (Part 2),,In what year was 'Bohemian Rhapsody' first released as a single?,Songs,medium,2,1976,false
Queen Quiz: Medium (Part 2),,In what year was 'Bohemian Rhapsody' first released as a single?,,,,1974,false
Queen Quiz: Medium (Part 2),,In what year was 'Bohemian Rhapsody' first released as a single?,,,,1975,true
Queen Quiz: Medium (Part 2),,In what year was 'Bohemian Rhapsody' first released as a single?,,,,1977,false
Queen Quiz: Medium (Part 2),,In what year was Queen's debut album released?,Chronology,medium,2,1974,false
Queen Quiz: Medium (Part 2),,In what year was Queen's debut album released?,,,,1972,false
Queen Quiz: Medium (Part 2),,In what year was Queen's debut album released?,,,,1975,false
Queen Quiz: Medium (Part 2),,In what year was Queen's debut album released?,,,,1973,true
Queen Quiz: Medium (Part 2),,In what year was The Works released?,Chronology,medium,2,1984,true
Queen Quiz: Medium (Part 2),,In what year was The Works released?,,,,1985,false
Queen Quiz: Medium (Part 2),,In what year was The Works released?,,,,1983,false
Queen Quiz: Medium (Part 2),,In what year was The Works released?,,,,1986,false
Queen Quiz: Hard (Part 1),Hard Queen questions drawn from supplied books and official sources.,Which Queen album contains 'My Melancholy Blues'?,Albums,hard,3,Jazz,false
Queen Quiz: Hard (Part 1),,Which Queen album contains 'My Melancholy Blues'?,,,,A Day at the Races,false
Queen Quiz: Hard (Part 1),,Which Queen album contains 'My Melancholy Blues'?,,,,The Game,false
Queen Quiz: Hard (Part 1),,Which Queen album contains 'My Melancholy Blues'?,,,,News of the World,true
Queen Quiz: Hard (Part 1),,Which song was intended for Sheer Heart Attack but appeared on News of the World?,Songs,hard,3,Brighton Rock,false
Queen Quiz: Hard (Part 1),,Which song was intended for Sheer Heart Attack but appeared on News of the World?,,,,Stone Cold Crazy,false
Queen Quiz: Hard (Part 1),,Which song was intended for Sheer Heart Attack but appeared on News of the World?,,,,It's Late,false
Queen Quiz: Hard (Part 1),,Which song was intended for Sheer Heart Attack but appeared on News of the World?,,,,Sheer Heart Attack,true
Queen Quiz: Hard (Part 1),,Which Queen album contains 'Great King Rat'?,Albums,hard,3,Queen,true
Queen Quiz: Hard (Part 1),,Which Queen album contains 'Great King Rat'?,,,,Queen II,false
Queen Quiz: Hard (Part 1),,Which Queen album contains 'Great King Rat'?,,,,Made in Heaven,false
Queen Quiz: Hard (Part 1),,Which Queen album contains 'Great King Rat'?,,,,Sheer Heart Attack,false
Queen Quiz: Hard (Part 1),,Which Queen album contains 'Flick of the Wrist'?,Albums,hard,3,Sheer Heart Attack,true
Queen Quiz: Hard (Part 1),,Which Queen album contains 'Flick of the Wrist'?,,,,A Night at the Opera,false
Queen Quiz: Hard (Part 1),,Which Queen album contains 'Flick of the Wrist'?,,,,Queen II,false
Queen Quiz: Hard (Part 1),,Which Queen album contains 'Flick of the Wrist'?,,,,A Day at the Races,false
Queen Quiz: Hard (Part 1),,"Which Queen album contains 'All Dead, All Dead'?",Albums,hard,3,Jazz,false
Queen Quiz: Hard (Part 1),,"Which Queen album contains 'All Dead, All Dead'?",,,,A Day at the Races,false
Queen Quiz: Hard (Part 1),,"Which Queen album contains 'All Dead, All Dead'?",,,,News of the World,true
Queen Quiz: Hard (Part 1),,"Which Queen album contains 'All Dead, All Dead'?",,,,The Game,false
Queen Quiz: Hard (Part 1),,What was The Opposition briefly renamed in 1966?,Early history,hard,3,The Art,false
Queen Quiz: Hard (Part 1),,What was The Opposition briefly renamed in 1966?,,,,The Reaction,false
Queen Quiz: Hard (Part 1),,What was The Opposition briefly renamed in 1966?,,,,The New Opposition,true
Queen Quiz: Hard (Part 1),,What was The Opposition briefly renamed in 1966?,,,,The Cross,false
Queen Quiz: Hard (Part 1),,At which art college did Freddie Mercury study graphic design?,Early history,hard,3,Imperial College,false
Queen Quiz: Hard (Part 1),,At which art college did Freddie Mercury study graphic design?,,,,Chelsea College,false
Queen Quiz: Hard (Part 1),,At which art college did Freddie Mercury study graphic design?,,,,Ealing College of Art,true
Queen Quiz: Hard (Part 1),,At which art college did Freddie Mercury study graphic design?,,,,Royal College of Music,false
Queen Quiz: Hard (Part 1),,Which Queen album contains 'Ogre Battle'?,Albums,hard,3,Sheer Heart Attack,false
Queen Quiz: Hard (Part 1),,Which Queen album contains 'Ogre Battle'?,,,,Queen II,true
Queen Quiz: Hard (Part 1),,Which Queen album contains 'Ogre Battle'?,,,,Queen,false
Queen Quiz: Hard (Part 1),,Which Queen album contains 'Ogre Battle'?,,,,A Night at the Opera,false
Queen Quiz: Hard (Part 1),,Which Queen album contains 'Brighton Rock'?,Albums,hard,3,A Night at the Opera,false
Queen Quiz: Hard (Part 1),,Which Queen album contains 'Brighton Rock'?,,,,Queen II,false
Queen Quiz: Hard (Part 1),,Which Queen album contains 'Brighton Rock'?,,,,Sheer Heart Attack,true
Queen Quiz: Hard (Part 1),,Which Queen album contains 'Brighton Rock'?,,,,A Day at the Races,false
Queen Quiz: Hard (Part 1),,What later name did The Opposition use while John Deacon was still a member?,Early history,hard,3,Smile,false
Queen Quiz: Hard (Part 1),,What later name did The Opposition use while John Deacon was still a member?,,,,The New Opposition,false
Queen Quiz: Hard (Part 1),,What later name did The Opposition use while John Deacon was still a member?,,,,Ibex,false
Queen Quiz: Hard (Part 1),,What later name did The Opposition use while John Deacon was still a member?,,,,The Art,true
Queen Quiz: Hard (Part 1),,"Which Queen member grew up in Oadby, near Leicester?",Early history,hard,3,Tim Staffell,false
Queen Quiz: Hard (Part 1),,"Which Queen member grew up in Oadby, near Leicester?",,,,John Deacon,true
Queen Quiz: Hard (Part 1),,"Which Queen member grew up in Oadby, near Leicester?",,,,Roger Taylor,false
Queen Quiz: Hard (Part 1),,"Which Queen member grew up in Oadby, near Leicester?",,,,David Bowie,false
Queen Quiz: Hard (Part 1),,Which Queen album contains 'Dragon Attack'?,Albums,hard,3,Flash Gordon,false
Queen Quiz: Hard (Part 1),,Which Queen album contains 'Dragon Attack'?,,,,Jazz,false
Queen Quiz: Hard (Part 1),,Which Queen album contains 'Dragon Attack'?,,,,The Game,true
Queen Quiz: Hard (Part 1),,Which Queen album contains 'Dragon Attack'?,,,,Hot Space,false
Queen Quiz: Hard (Part 1),,What was the name of Freddie Mercury's Liverpool band before Queen?,Early history,hard,3,Smile,false
Queen Quiz: Hard (Part 1),,What was the name of Freddie Mercury's Liverpool band before Queen?,,,,1984,false
Queen Quiz: Hard (Part 1),,What was the name of Freddie Mercury's Liverpool band before Queen?,,,,The Opposition,false
Queen Quiz: Hard (Part 1),,What was the name of Freddie Mercury's Liverpool band before Queen?,,,,Ibex,true
Queen Quiz: Hard (Part 1),,Which early Queen bassist had previously sung and played bass in Smile?,Early history,hard,3,Tim Staffell,true
Queen Quiz: Hard (Part 1),,Which early Queen bassist had previously sung and played bass in Smile?,,,,David Bowie,false
Queen Quiz: Hard (Part 1),,Which early Queen bassist had previously sung and played bass in Smile?,,,,John Deacon,false
Queen Quiz: Hard (Part 1),,Which early Queen bassist had previously sung and played bass in Smile?,,,,Spike Edney,false
Queen Quiz: Hard (Part 1),,Which Queen album contains 'The Millionaire Waltz'?,Albums,hard,3,A Day at the Races,true
Queen Quiz: Hard (Part 1),,Which Queen album contains 'The Millionaire Waltz'?,,,,News of the World,false
Queen Quiz: Hard (Part 1),,Which Queen album contains 'The Millionaire Waltz'?,,,,A Night at the Opera,false
Queen Quiz: Hard (Part 1),,Which Queen album contains 'The Millionaire Waltz'?,,,,Jazz,false
Queen Quiz: Hard (Part 1),,Which Queen album contains 'White Queen (As It Began)'?,Albums,hard,3,Queen II,true
Queen Quiz: Hard (Part 1),,Which Queen album contains 'White Queen (As It Began)'?,,,,Sheer Heart Attack,false
Queen Quiz: Hard (Part 1),,Which Queen album contains 'White Queen (As It Began)'?,,,,Queen,false
Queen Quiz: Hard (Part 1),,Which Queen album contains 'White Queen (As It Began)'?,,,,A Night at the Opera,false
Queen Quiz: Hard (Part 1),,Which Queen album contains 'Tie Your Mother Down'?,Albums,hard,3,News of the World,false
Queen Quiz: Hard (Part 1),,Which Queen album contains 'Tie Your Mother Down'?,,,,A Night at the Opera,false
Queen Quiz: Hard (Part 1),,Which Queen album contains 'Tie Your Mother Down'?,,,,Jazz,false
Queen Quiz: Hard (Part 1),,Which Queen album contains 'Tie Your Mother Down'?,,,,A Day at the Races,true
Queen Quiz: Hard (Part 1),,Which Queen album contains 'Sail Away Sweet Sister'?,Albums,hard,3,Flash Gordon,false
Queen Quiz: Hard (Part 1),,Which Queen album contains 'Sail Away Sweet Sister'?,,,,Jazz,false
Queen Quiz: Hard (Part 1),,Which Queen album contains 'Sail Away Sweet Sister'?,,,,Hot Space,false
Queen Quiz: Hard (Part 1),,Which Queen album contains 'Sail Away Sweet Sister'?,,,,The Game,true
Queen Quiz: Hard (Part 1),,Which Queen album contains 'The Prophet's Song'?,Albums,hard,3,A Day at the Races,false
Queen Quiz: Hard (Part 1),,Which Queen album contains 'The Prophet's Song'?,,,,A Night at the Opera,true
Queen Quiz: Hard (Part 1),,Which Queen album contains 'The Prophet's Song'?,,,,Sheer Heart Attack,false
Queen Quiz: Hard (Part 1),,Which Queen album contains 'The Prophet's Song'?,,,,News of the World,false
Queen Quiz: Hard (Part 1),,Which producer worked with Queen on A Night at the Opera?,Recording,hard,3,Jim Beach,false
Queen Quiz: Hard (Part 1),,Which producer worked with Queen on A Night at the Opera?,,,,Spike Edney,false
Queen Quiz: Hard (Part 1),,Which producer worked with Queen on A Night at the Opera?,,,,Mike Moran,false
Queen Quiz: Hard (Part 1),,Which producer worked with Queen on A Night at the Opera?,,,,Roy Thomas Baker,true
Queen Quiz: Hard (Part 1),,Which guitarist jammed with Brian May for the Star Fleet Project?,Collaborations,hard,3,Eddie Van Halen,true
Queen Quiz: Hard (Part 1),,Which guitarist jammed with Brian May for the Star Fleet Project?,,,,Adam Lambert,false
Queen Quiz: Hard (Part 1),,Which guitarist jammed with Brian May for the Star Fleet Project?,,,,Mike Moran,false
Queen Quiz: Hard (Part 1),,Which guitarist jammed with Brian May for the Star Fleet Project?,,,,Paul Rodgers,false
Queen Quiz: Hard (Part 1),,Which Queen album contains 'Good Company'?,Albums,hard,3,A Day at the Races,false
Queen Quiz: Hard (Part 1),,Which Queen album contains 'Good Company'?,,,,Sheer Heart Attack,false
Queen Quiz: Hard (Part 1),,Which Queen album contains 'Good Company'?,,,,A Night at the Opera,true
Queen Quiz: Hard (Part 1),,Which Queen album contains 'Good Company'?,,,,News of the World,false
Queen Quiz: Hard (Part 1),,At which venue did Queen end their 1986 Magic Tour?,Concerts,hard,3,Wembley Stadium,false
Queen Quiz: Hard (Part 1),,At which venue did Queen end their 1986 Magic Tour?,,,,Knebworth,true
Queen Quiz: Hard (Part 1),,At which venue did Queen end their 1986 Magic Tour?,,,,Milton Keynes Bowl,false
Queen Quiz: Hard (Part 1),,At which venue did Queen end their 1986 Magic Tour?,,,,Hyde Park,false
Queen Quiz: Hard (Part 1),,In which Cornish town did Roger Taylor grow up?,Early history,hard,3,Falmouth,false
Queen Quiz: Hard (Part 1),,In which Cornish town did Roger Taylor grow up?,,,,Penzance,false
Queen Quiz: Hard (Part 1),,In which Cornish town did Roger Taylor grow up?,,,,Truro,true
Queen Quiz: Hard (Part 1),,In which Cornish town did Roger Taylor grow up?,,,,St Austell,false
Queen Quiz: Hard (Part 1),,Which Queen album is the soundtrack to the 1980 Flash Gordon film?,Film,hard,3,Hot Space,false
Queen Quiz: Hard (Part 1),,Which Queen album is the soundtrack to the 1980 Flash Gordon film?,,,,The Game,false
Queen Quiz: Hard (Part 1),,Which Queen album is the soundtrack to the 1980 Flash Gordon film?,,,,The Works,false
Queen Quiz: Hard (Part 1),,Which Queen album is the soundtrack to the 1980 Flash Gordon film?,,,,Flash Gordon,true
Queen Quiz: Hard (Part 2),Hard Queen questions drawn from supplied books and official sources.,Which Queen album contains 'Dreamers Ball'?,Albums,hard,3,The Game,false
Queen Quiz: Hard (Part 2),,Which Queen album contains 'Dreamers Ball'?,,,,Jazz,true
Queen Quiz: Hard (Part 2),,Which Queen album contains 'Dreamers Ball'?,,,,News of the World,false
Queen Quiz: Hard (Part 2),,Which Queen album contains 'Dreamers Ball'?,,,,Flash Gordon,false
Queen Quiz: Hard (Part 2),,What old household object supplied wood for the Red Special's neck?,Equipment,hard,3,A dining table,false
Queen Quiz: Hard (Part 2),,What old household object supplied wood for the Red Special's neck?,,,,A wardrobe,false
Queen Quiz: Hard (Part 2),,What old household object supplied wood for the Red Special's neck?,,,,A fireplace mantel,true
Queen Quiz: Hard (Part 2),,What old household object supplied wood for the Red Special's neck?,,,,A staircase banister,false
Queen Quiz: Hard (Part 2),,Which Queen album contains 'Father to Son'?,Albums,hard,3,Sheer Heart Attack,false
Queen Quiz: Hard (Part 2),,Which Queen album contains 'Father to Son'?,,,,Queen,false
Queen Quiz: Hard (Part 2),,Which Queen album contains 'Father to Son'?,,,,A Night at the Opera,false
Queen Quiz: Hard (Part 2),,Which Queen album contains 'Father to Son'?,,,,Queen II,true
Queen Quiz: Hard (Part 2),,What was the name of John Deacon's school-age band in Oadby?,Early history,hard,3,Smile,false
Queen Quiz: Hard (Part 2),,What was the name of John Deacon's school-age band in Oadby?,,,,The Opposition,true
Queen Quiz: Hard (Part 2),,What was the name of John Deacon's school-age band in Oadby?,,,,Ibex,false
Queen Quiz: Hard (Part 2),,What was the name of John Deacon's school-age band in Oadby?,,,,1984,false
Queen Quiz: Hard (Part 2),,Which Queen album contains 'Liar'?,Albums,hard,3,Queen II,false
Queen Quiz: Hard (Part 2),,Which Queen album contains 'Liar'?,,,,Made in Heaven,false
Queen Quiz: Hard (Part 2),,Which Queen album contains 'Liar'?,,,,Queen,true
Queen Quiz: Hard (Part 2),,Which Queen album contains 'Liar'?,,,,Sheer Heart Attack,false
Queen Quiz: Hard (Part 2),,Which Queen album contains 'Drowse'?,Albums,hard,3,News of the World,false
Queen Quiz: Hard (Part 2),,Which Queen album contains 'Drowse'?,,,,A Day at the Races,true
Queen Quiz: Hard (Part 2),,Which Queen album contains 'Drowse'?,,,,A Night at the Opera,false
Queen Quiz: Hard (Part 2),,Which Queen album contains 'Drowse'?,,,,Jazz,false
Queen Quiz: Hard (Part 2),,At which London college did Brian May study physics and astronomy?,Early history,hard,3,Chelsea College,false
Queen Quiz: Hard (Part 2),,At which London college did Brian May study physics and astronomy?,,,,Imperial College,true
Queen Quiz: Hard (Part 2),,At which London college did Brian May study physics and astronomy?,,,,Ealing College of Art,false
Queen Quiz: Hard (Part 2),,At which London college did Brian May study physics and astronomy?,,,,King's College,false
Queen Quiz: Hard (Part 2),,Which Queen album contains 'Back Chat'?,Albums,hard,3,Hot Space,true
Queen Quiz: Hard (Part 2),,Which Queen album contains 'Back Chat'?,,,,The Works,false
Queen Quiz: Hard (Part 2),,Which Queen album contains 'Back Chat'?,,,,Flash Gordon,false
Queen Quiz: Hard (Part 2),,Which Queen album contains 'Back Chat'?,,,,A Kind of Magic,false
Queen Quiz: Hard (Part 2),,Which Queen album contains 'Stone Cold Crazy'?,Albums,hard,3,A Night at the Opera,false
Queen Quiz: Hard (Part 2),,Which Queen album contains 'Stone Cold Crazy'?,,,,Sheer Heart Attack,true
Queen Quiz: Hard (Part 2),,Which Queen album contains 'Stone Cold Crazy'?,,,,Queen II,false
Queen Quiz: Hard (Part 2),,Which Queen album contains 'Stone Cold Crazy'?,,,,A Day at the Races,false
Queen Quiz: Hard (Part 2),,Which Queen song was the first credited to all four band members?,Songs,hard,3,One Vision,false
Queen Quiz: Hard (Part 2),,Which Queen song was the first credited to all four band members?,,,,Under Pressure,false
Queen Quiz: Hard (Part 2),,Which Queen song was the first credited to all four band members?,,,,Stone Cold Crazy,true
Queen Quiz: Hard (Part 2),,Which Queen song was the first credited to all four band members?,,,,Bohemian Rhapsody,false
